# File: L119.CapacityFactor_PV_state_segment.csv
# Title: Solar PV capacity factor adjustment by state and load segment preprocessed from ReEDS_data
# Units: NA
# Source: ReEDS data and preprocessing code
# Column types: ccn
# ----------
state,segment,capacity.factor
MS,superpeak,0.444058761
MT,Apr_day,0.412663236
MT,Apr_night,0.001954875
MT,Aug_day,0.440607138
MT,Aug_night,0.001268991
MT,Dec_day,0.302772752
MT,Dec_night,0.000684542
MT,Feb_day,0.375433098
MT,Feb_night,0.002290179
MT,Jan_day,0.318393348
MT,Jan_night,0.00130212
MT,Jul_day,0.443075381
MT,Jul_night,0.000914975
MT,Jun_day,0.391924308
MT,Jun_night,0.001628134
MT,Mar_day,0.402396316
MT,Mar_night,0.000994389
MT,May_day,0.388314149
MT,May_night,0.000715684
MT,Nov_day,0.34392889
MT,Nov_night,0.006687213
MT,Oct_day,0.40636514
MT,Oct_night,0.001577767
MT,Sep_day,0.4417443
MT,Sep_night,0.001188262
MT,superpeak,0.463444709
NC,Apr_day,0.40876742
NC,Apr_night,0.001047473
NC,Aug_day,0.382481908
NC,Aug_night,0.001057764
NC,Dec_day,0.427711176
NC,Dec_night,0.005600998
NC,Feb_day,0.436518178
NC,Feb_night,0.000174897
NC,Jan_day,0.414063628
NC,Jan_night,0.003192317
NC,Jul_day,0.337979421
NC,Jul_night,0.000103552
NC,Jun_day,0.345272056
NC,Jun_night,2.84E-07
NC,Mar_day,0.434798378
NC,Mar_night,0.000860345
NC,May_day,0.382382796
NC,May_night,0.001588328
NC,Nov_day,0.38316141
NC,Nov_night,0.000886025
NC,Oct_day,0.416173154
NC,Oct_night,0.002409198
NC,Sep_day,0.365769873
NC,Sep_night,0.000498747
NC,superpeak,0.441068063
ND,Apr_day,0.431541315
ND,Apr_night,0.001998406
ND,Aug_day,0.409726109
ND,Aug_night,0.001096717
ND,Dec_day,0.276978788
ND,Dec_night,0.000609065
ND,Feb_day,0.343897271
ND,Feb_night,0.003721392
ND,Jan_day,0.275768069
ND,Jan_night,0.002830755
ND,Jul_day,0.421721364
ND,Jul_night,0.001346363
ND,Jun_day,0.372662764
ND,Jun_night,0.001873214
ND,Mar_day,0.3996521
ND,Mar_night,0.001571932
ND,May_day,0.385728739
ND,May_night,0.001022014
ND,Nov_day,0.339835632
ND,Nov_night,0.002862273
ND,Oct_day,0.392052308
ND,Oct_night,0.001308382
ND,Sep_day,0.415570814
ND,Sep_night,0.001207114
ND,superpeak,0.481878088
NE,Apr_day,0.435842293
NE,Apr_night,0.002333078
NE,Aug_day,0.424386325
NE,Aug_night,0.001713751
NE,Dec_day,0.401406737
NE,Dec_night,0.002582366
NE,Feb_day,0.446381776
NE,Feb_night,0.000706649
NE,Jan_day,0.426463939
NE,Jan_night,0.005985962
NE,Jul_day,0.414878503
NE,Jul_night,0.000472814
NE,Jun_day,0.397607524
NE,Jun_night,0.001154752
NE,Mar_day,0.452606569
NE,Mar_night,0.00160754
NE,May_day,0.39116541
NE,May_night,0.000652125
NE,Nov_day,0.41844121
NE,Nov_night,0.003688707
NE,Oct_day,0.445461645
NE,Oct_night,0.001850688
NE,Sep_day,0.452329192
NE,Sep_night,0.001194694
NE,superpeak,0.478732376
NH,Apr_day,0.394133911
NH,Apr_night,0.006819924
NH,Aug_day,0.356065966
NH,Aug_night,0.00337505
NH,Dec_day,0.329338539
NH,Dec_night,0.00664954
NH,Feb_day,0.403790186
NH,Feb_night,0.001525663
NH,Jan_day,0.39495608
NH,Jan_night,0.007488908
NH,Jul_day,0.337431406
NH,Jul_night,0.001290929
NH,Jun_day,0.310217114
NH,Jun_night,0.001690118
NH,Mar_day,0.404872254
NH,Mar_night,0.002994942
NH,May_day,0.335350038
NH,May_night,0.001631795
NH,Nov_day,0.307605738
NH,Nov_night,0.008508797
NH,Oct_day,0.337717099
NH,Oct_night,0.005374033
NH,Sep_day,0.373370372
NH,Sep_night,0.002754341
NH,superpeak,0.326950783
NJ,Apr_day,0.385840512
NJ,Apr_night,0.002733681
NJ,Aug_day,0.367299317
NJ,Aug_night,0.001740377
NJ,Dec_day,0.349300367
NJ,Dec_night,0.005476435
NJ,Feb_day,0.381585123
NJ,Feb_night,0.000253736
NJ,Jan_day,0.387188714
NJ,Jan_night,0.00557536
NJ,Jul_day,0.340457132
NJ,Jul_night,2.22E-05
NJ,Jun_day,0.344891067
NJ,Jun_night,0.000309649
NJ,Mar_day,0.409179437
NJ,Mar_night,0.001594389
NJ,May_day,0.331002814
NJ,May_night,0.000274005
NJ,Nov_day,0.328844909
NJ,Nov_night,0.003638452
NJ,Oct_day,0.359008587
NJ,Oct_night,0.003485766
NJ,Sep_day,0.357618605
NJ,Sep_night,0.000972678
NJ,superpeak,0.396592365
NM,Apr_day,0.553178237
NM,Apr_night,0.005405414
NM,Aug_day,0.458576615
NM,Aug_night,0.006749569
NM,Dec_day,0.56642699
NM,Dec_night,0.019848995
NM,Feb_day,0.545503456
NM,Feb_night,0.000597942
NM,Jan_day,0.524481687
NM,Jan_night,0.00786936
NM,Jul_day,0.410291995
NM,Jul_night,0.001821418
NM,Jun_day,0.465110949
NM,Jun_night,0.001039782
NM,Mar_day,0.545336085
NM,Mar_night,0.00225892
NM,May_day,0.50762949
NM,May_night,0.007905597
NM,Nov_day,0.531541193
NM,Nov_night,0.004673782
NM,Oct_day,0.552690083
NM,Oct_night,0.011015226
NM,Sep_day,0.506123974
NM,Sep_night,0.003452093
NM,superpeak,0.34950786
NV,Apr_day,0.486599513
NV,Apr_night,0.011456009
NV,Aug_day,0.519169684
NV,Aug_night,0.01614382
NV,Dec_day,0.409493737
NV,Dec_night,0.020520959
NV,Feb_day,0.427135872
NV,Feb_night,0.00338979
NV,Jan_day,0.415396566
NV,Jan_night,0.014602481
NV,Jul_day,0.468265704
NV,Jul_night,0.004268057
NV,Jun_day,0.47411196
NV,Jun_night,0.007766836
NV,Mar_day,0.491638832
NV,Mar_night,0.006425167
NV,May_day,0.467611797
NV,May_night,0.00944365
NV,Nov_day,0.434965227
NV,Nov_night,0.019343642
NV,Oct_day,0.53928085
NV,Oct_night,0.020213334
NV,Sep_day,0.534619771
NV,Sep_night,0.006714023
NV,superpeak,0.411304708
NY,Apr_day,0.396185181
NY,Apr_night,0.002556519
NY,Aug_day,0.359484772
NY,Aug_night,0.00139161
NY,Dec_day,0.269156625
NY,Dec_night,0.003305754
NY,Feb_day,0.342624814
NY,Feb_night,0.000421237
NY,Jan_day,0.313774996
NY,Jan_night,0.003643327
NY,Jul_day,0.346129649
NY,Jul_night,0.000172152
NY,Jun_day,0.339009152
NY,Jun_night,0.000639531
NY,Mar_day,0.367280866
NY,Mar_night,0.001199312
NY,May_day,0.344406883
NY,May_night,0.000271496
NY,Nov_day,0.267799917
NY,Nov_night,0.003321591
NY,Oct_day,0.322077793
NY,Oct_night,0.002798839
NY,Sep_day,0.365391542
NY,Sep_night,0.001157894
NY,superpeak,0.428362563
OH,Apr_day,0.37795002
OH,Apr_night,0.000390819
OH,Aug_day,0.372614537
OH,Aug_night,0.000446787
OH,Dec_day,0.294336859
OH,Dec_night,0.000910015
OH,Feb_day,0.339634075
OH,Feb_night,0.000210756
OH,Jan_day,0.320409477
OH,Jan_night,0.003383474
OH,Jul_day,0.345713918
OH,Jul_night,0
OH,Jun_day,0.343476031
OH,Jun_night,4.40E-09
OH,Mar_day,0.370915874
OH,Mar_night,0.000655695
OH,May_day,0.334988006
OH,May_night,0.000216672
OH,Nov_day,0.302519999
OH,Nov_night,0.001969933
OH,Oct_day,0.365700166
OH,Oct_night,0.00038336
OH,Sep_day,0.387209405
OH,Sep_night,0.000163553
OH,superpeak,0.421444529
OK,Apr_day,0.435552731
OK,Apr_night,0.000446973
OK,Aug_day,0.438117474
OK,Aug_night,0.000887219
OK,Dec_day,0.458785069
OK,Dec_night,0.00558393
OK,Feb_day,0.446671149
OK,Feb_night,0.000691654
OK,Jan_day,0.423420565
OK,Jan_night,0.003634167
OK,Jul_day,0.402938685
OK,Jul_night,0.000175982
OK,Jun_day,0.38341239
OK,Jun_night,3.01E-06
OK,Mar_day,0.422928098
OK,Mar_night,0.000927295
OK,May_day,0.385582289
OK,May_night,0.001009662
OK,Nov_day,0.419628389
OK,Nov_night,0.000633576
OK,Oct_day,0.441356802
OK,Oct_night,0.001098788
OK,Sep_day,0.43679756
OK,Sep_night,0.000528072
OK,superpeak,0.495111557
OR,Apr_day,0.400816779
OR,Apr_night,0.003089649
OR,Aug_day,0.455884892
OR,Aug_night,0.002747737
OR,Dec_day,0.265148361
OR,Dec_night,0.003833148
OR,Feb_day,0.349824611
OR,Feb_night,0.00168268
OR,Jan_day,0.291247638
OR,Jan_night,0.003738983
OR,Jul_day,0.451812381
OR,Jul_night,0.001151644
OR,Jun_day,0.407368263
OR,Jun_night,0.002031469
OR,Mar_day,0.374381049
OR,Mar_night,0.001287662
OR,May_day,0.37911892
OR,May_night,0.000811245
OR,Nov_day,0.291840214
OR,Nov_night,0.008173379
OR,Oct_day,0.407070054
OR,Oct_night,0.004626525
OR,Sep_day,0.473917617
OR,Sep_night,0.003077172
OR,superpeak,0.548438084
PA,Apr_day,0.384220397
PA,Apr_night,0.001732679
PA,Aug_day,0.354945886
PA,Aug_night,0.00091546
PA,Dec_day,0.283573179
PA,Dec_night,0.002823585
PA,Feb_day,0.342903753
PA,Feb_night,4.44E-05
PA,Jan_day,0.31985728
PA,Jan_night,0.002649361
PA,Jul_day,0.343258505
PA,Jul_night,3.82E-06
PA,Jun_day,0.338636538
PA,Jun_night,4.64E-05
PA,Mar_day,0.372257885
PA,Mar_night,0.000685965
PA,May_day,0.346820323
PA,May_night,0.000284199
PA,Nov_day,0.288030642
PA,Nov_night,0.002300116
PA,Oct_day,0.334361181
PA,Oct_night,0.001998327
PA,Sep_day,0.353855065
PA,Sep_night,0.000455193
PA,superpeak,0.408695987
RI,Apr_day,0.385807671
RI,Apr_night,0.00427901
RI,Aug_day,0.359317982
RI,Aug_night,0.00179867
RI,Dec_day,0.333498243
RI,Dec_night,0.005403951
RI,Feb_day,0.419134662
RI,Feb_night,0.001101215
RI,Jan_day,0.376038195
RI,Jan_night,0.005574705
RI,Jul_day,0.343926589
RI,Jul_night,0.000633544
RI,Jun_day,0.337556853
RI,Jun_night,0.001611952
RI,Mar_day,0.417201265
RI,Mar_night,0.002230024
RI,May_day,0.331882999
RI,May_night,0.001020577
RI,Nov_day,0.327218797
RI,Nov_night,0.007687043
RI,Oct_day,0.376372648
RI,Oct_night,0.005047193
RI,Sep_day,0.384791038
RI,Sep_night,0.002380791
RI,superpeak,0.409817166
SC,Apr_day,0.46021356
