# File: L119.CapacityFactor_CSP_state_segment.csv
# Title: Solar CSP capacity factor adjustment by state and load segment preprocessed from ReEDS_data
# Units: NA
# Source: ReEDS data and preprocessing code
# Column types: ccn
# ----------
state,segment,capacity.factor
NJ,Nov_day,0.000606977
NM,Nov_day,0.676346218
NV,Nov_day,0.641661796
NY,Nov_day,0.000606977
OH,Nov_day,0.000606977
OK,Nov_day,0.554950743
OR,Nov_day,0.554950743
PA,Nov_day,0.000606977
RI,Nov_day,0.000606977
SC,Nov_day,0.000606977
SD,Nov_day,0.554950743
TN,Nov_day,0.000606977
TX,Nov_day,0.589635164
UT,Nov_day,0.606977375
VA,Nov_day,0.000606977
VT,Nov_day,0.000606977
WA,Nov_day,0.554950743
WI,Nov_day,0.000606977
WV,Nov_day,0.000606977
WY,Nov_day,0.554950743
AK,Nov_night,3.46E-06
AL,Nov_night,3.46E-06
AR,Nov_night,3.46E-06
AZ,Nov_night,0.004057057
CA,Nov_night,0.003562294
CO,Nov_night,0.003364389
CT,Nov_night,3.46E-06
DC,Nov_night,3.46E-06
DE,Nov_night,3.46E-06
FL,Nov_night,0.003166484
GA,Nov_night,3.46E-06
HI,Nov_night,0.003166484
IA,Nov_night,3.46E-06
ID,Nov_night,0.003166484
IL,Nov_night,3.46E-06
IN,Nov_night,3.46E-06
KS,Nov_night,0.003166484
KY,Nov_night,3.46E-06
LA,Nov_night,3.46E-06
MA,Nov_night,3.46E-06
MD,Nov_night,3.46E-06
ME,Nov_night,3.46E-06
MI,Nov_night,3.46E-06
MN,Nov_night,3.46E-06
MO,Nov_night,3.46E-06
MS,Nov_night,3.46E-06
MT,Nov_night,0.003166484
NC,Nov_night,3.46E-06
ND,Nov_night,0.003166484
NE,Nov_night,0.003166484
NH,Nov_night,3.46E-06
NJ,Nov_night,3.46E-06
NM,Nov_night,0.003859152
NV,Nov_night,0.003661247
NY,Nov_night,3.46E-06
OH,Nov_night,3.46E-06
OK,Nov_night,0.003166484
OR,Nov_night,0.003166484
PA,Nov_night,3.46E-06
RI,Nov_night,3.46E-06
SC,Nov_night,3.46E-06
SD,Nov_night,0.003166484
TN,Nov_night,3.46E-06
TX,Nov_night,0.003364389
UT,Nov_night,0.003463342
VA,Nov_night,3.46E-06
VT,Nov_night,3.46E-06
WA,Nov_night,0.003166484
WI,Nov_night,3.46E-06
WV,Nov_night,3.46E-06
WY,Nov_night,0.003166484
AK,Oct_day,0.000606977
AL,Oct_day,0.000606977
AR,Oct_day,0.000606977
AZ,Oct_day,0.711030639
CA,Oct_day,0.624319586
CO,Oct_day,0.589635164
CT,Oct_day,0.000606977
DC,Oct_day,0.000606977
DE,Oct_day,0.000606977
FL,Oct_day,0.554950743
GA,Oct_day,0.000606977
HI,Oct_day,0.554950743
IA,Oct_day,0.000606977
ID,Oct_day,0.554950743
IL,Oct_day,0.000606977
IN,Oct_day,0.000606977
KS,Oct_day,0.554950743
KY,Oct_day,0.000606977
LA,Oct_day,0.000606977
MA,Oct_day,0.000606977
MD,Oct_day,0.000606977
ME,Oct_day,0.000606977
MI,Oct_day,0.000606977
MN,Oct_day,0.000606977
MO,Oct_day,0.000606977
MS,Oct_day,0.000606977
MT,Oct_day,0.554950743
NC,Oct_day,0.000606977
ND,Oct_day,0.554950743
NE,Oct_day,0.554950743
NH,Oct_day,0.000606977
NJ,Oct_day,0.000606977
NM,Oct_day,0.676346218
NV,Oct_day,0.641661796
NY,Oct_day,0.000606977
OH,Oct_day,0.000606977
OK,Oct_day,0.554950743
OR,Oct_day,0.554950743
PA,Oct_day,0.000606977
RI,Oct_day,0.000606977
SC,Oct_day,0.000606977
SD,Oct_day,0.554950743
TN,Oct_day,0.000606977
TX,Oct_day,0.589635164
UT,Oct_day,0.606977375
VA,Oct_day,0.000606977
VT,Oct_day,0.000606977
WA,Oct_day,0.554950743
WI,Oct_day,0.000606977
WV,Oct_day,0.000606977
WY,Oct_day,0.554950743
AK,Oct_night,3.46E-06
AL,Oct_night,3.46E-06
AR,Oct_night,3.46E-06
AZ,Oct_night,0.004057057
CA,Oct_night,0.003562294
CO,Oct_night,0.003364389
CT,Oct_night,3.46E-06
DC,Oct_night,3.46E-06
DE,Oct_night,3.46E-06
FL,Oct_night,0.003166484
GA,Oct_night,3.46E-06
HI,Oct_night,0.003166484
IA,Oct_night,3.46E-06
ID,Oct_night,0.003166484
IL,Oct_night,3.46E-06
IN,Oct_night,3.46E-06
KS,Oct_night,0.003166484
KY,Oct_night,3.46E-06
LA,Oct_night,3.46E-06
MA,Oct_night,3.46E-06
MD,Oct_night,3.46E-06
ME,Oct_night,3.46E-06
MI,Oct_night,3.46E-06
MN,Oct_night,3.46E-06
MO,Oct_night,3.46E-06
MS,Oct_night,3.46E-06
MT,Oct_night,0.003166484
NC,Oct_night,3.46E-06
ND,Oct_night,0.003166484
NE,Oct_night,0.003166484
NH,Oct_night,3.46E-06
NJ,Oct_night,3.46E-06
NM,Oct_night,0.003859152
NV,Oct_night,0.003661247
NY,Oct_night,3.46E-06
OH,Oct_night,3.46E-06
OK,Oct_night,0.003166484
OR,Oct_night,0.003166484
PA,Oct_night,3.46E-06
RI,Oct_night,3.46E-06
SC,Oct_night,3.46E-06
SD,Oct_night,0.003166484
TN,Oct_night,3.46E-06
TX,Oct_night,0.003364389
UT,Oct_night,0.003463342
VA,Oct_night,3.46E-06
VT,Oct_night,3.46E-06
WA,Oct_night,0.003166484
WI,Oct_night,3.46E-06
WV,Oct_night,3.46E-06
WY,Oct_night,0.003166484
AK,Sep_day,0.000774719
AL,Sep_day,0.000774719
AR,Sep_day,0.000774719
AZ,Sep_day,0.907527892
CA,Sep_day,0.796853759
CO,Sep_day,0.752584105
CT,Sep_day,0.000774719
DC,Sep_day,0.000774719
DE,Sep_day,0.000774719
FL,Sep_day,0.708314452
GA,Sep_day,0.000774719
HI,Sep_day,0.708314452
IA,Sep_day,0.000774719
ID,Sep_day,0.708314452
IL,Sep_day,0.000774719
IN,Sep_day,0.000774719
KS,Sep_day,0.708314452
KY,Sep_day,0.000774719
LA,Sep_day,0.000774719
MA,Sep_day,0.000774719
MD,Sep_day,0.000774719
ME,Sep_day,0.000774719
MI,Sep_day,0.000774719
MN,Sep_day,0.000774719
MO,Sep_day,0.000774719
MS,Sep_day,0.000774719
MT,Sep_day,0.708314452
NC,Sep_day,0.000774719
ND,Sep_day,0.708314452
NE,Sep_day,0.708314452
NH,Sep_day,0.000774719
NJ,Sep_day,0.000774719
NM,Sep_day,0.863258239
NV,Sep_day,0.818988585
NY,Sep_day,0.000774719
OH,Sep_day,0.000774719
OK,Sep_day,0.708314452
OR,Sep_day,0.708314452
PA,Sep_day,0.000774719
RI,Sep_day,0.000774719
SC,Sep_day,0.000774719
SD,Sep_day,0.708314452
TN,Sep_day,0.000774719
TX,Sep_day,0.752584105
UT,Sep_day,0.774718932
VA,Sep_day,0.000774719
VT,Sep_day,0.000774719
WA,Sep_day,0.708314452
WI,Sep_day,0.000774719
WV,Sep_day,0.000774719
WY,Sep_day,0.708314452
AK,Sep_night,6.11E-05
AL,Sep_night,6.11E-05
AR,Sep_night,6.11E-05
AZ,Sep_night,0.071531893
CA,Sep_night,0.062808491
CO,Sep_night,0.059319131
CT,Sep_night,6.11E-05
DC,Sep_night,6.11E-05
DE,Sep_night,6.11E-05
FL,Sep_night,0.05582977
GA,Sep_night,6.11E-05
HI,Sep_night,0.05582977
IA,Sep_night,6.11E-05
ID,Sep_night,0.05582977
IL,Sep_night,6.11E-05
IN,Sep_night,6.11E-05
KS,Sep_night,0.05582977
KY,Sep_night,6.11E-05
LA,Sep_night,6.11E-05
MA,Sep_night,6.11E-05
MD,Sep_night,6.11E-05
ME,Sep_night,6.11E-05
MI,Sep_night,6.11E-05
MN,Sep_night,6.11E-05
MO,Sep_night,6.11E-05
MS,Sep_night,6.11E-05
MT,Sep_night,0.05582977
NC,Sep_night,6.11E-05
ND,Sep_night,0.05582977
NE,Sep_night,0.05582977
NH,Sep_night,6.11E-05
NJ,Sep_night,6.11E-05
NM,Sep_night,0.068042532
NV,Sep_night,0.064553172
NY,Sep_night,6.11E-05
OH,Sep_night,6.11E-05
OK,Sep_night,0.05582977
OR,Sep_night,0.05582977
PA,Sep_night,6.11E-05
RI,Sep_night,6.11E-05
SC,Sep_night,6.11E-05
SD,Sep_night,0.05582977
TN,Sep_night,6.11E-05
TX,Sep_night,0.059319131
UT,Sep_night,0.061063811
VA,Sep_night,6.11E-05
VT,Sep_night,6.11E-05
WA,Sep_night,0.05582977
WI,Sep_night,6.11E-05
WV,Sep_night,6.11E-05
WY,Sep_night,0.05582977
AK,superpeak,0.000828478
AL,superpeak,0.000828478
AR,superpeak,0.000828478
AZ,superpeak,0.970503097
CA,superpeak,0.85214906
CO,superpeak,0.804807446
CT,superpeak,0.000828478
DC,superpeak,0.000828478
DE,superpeak,0.000828478
FL,superpeak,0.757465831
GA,superpeak,0.000828478
HI,superpeak,0.757465831
IA,superpeak,0.000828478
ID,superpeak,0.757465831
IL,superpeak,0.000828478
IN,superpeak,0.000828478
KS,superpeak,0.757465831
KY,superpeak,0.000828478
LA,superpeak,0.000828478
MA,superpeak,0.000828478
MD,superpeak,0.000828478
ME,superpeak,0.000828478
MI,superpeak,0.000828478
MN,superpeak,0.000828478
MO,superpeak,0.000828478
MS,superpeak,0.000828478
MT,superpeak,0.757465831
NC,superpeak,0.000828478
ND,superpeak,0.757465831
NE,superpeak,0.757465831
NH,superpeak,0.000828478
NJ,superpeak,0.000828478
NM,superpeak,0.923161482
NV,superpeak,0.875819868
NY,superpeak,0.000828478
OH,superpeak,0.000828478
OK,superpeak,0.757465831
OR,superpeak,0.757465831
PA,superpeak,0.000828478
RI,superpeak,0.000828478
SC,superpeak,0.000828478
SD,superpeak,0.757465831
TN,superpeak,0.000828478
TX,superpeak,0.804807446
UT,superpeak,0.828478253
VA,superpeak,0.000828478
VT,superpeak,0.000828478
WA,superpeak,0.757465831
WI,superpeak,0.000828478
WV,superpeak,0.000828478
WY,superpeak,0.757465831
