# File: L114.CapacityFactor_wind_state_segment.csv
# Title: wind technology capacity factor by state and load segment preprocessed from ReEDS_data
# Units: NA
# Source: ReEDS data and preprocessing code
# Column types: ccn
# ----------
state,segment,capacity.factor
GA,Sep_day,0.241788426
GA,Sep_night,0.213458186
GA,superpeak,0.019497514
IA,Apr_day,0.469061083
IA,Apr_night,0.441380661
IA,Aug_day,0.337453309
IA,Aug_night,0.319774121
IA,Dec_day,0.48236093
IA,Dec_night,0.434323969
IA,Feb_day,0.454350119
IA,Feb_night,0.402125848
IA,Jan_day,0.486799724
IA,Jan_night,0.437776897
IA,Jul_day,0.332013994
IA,Jul_night,0.284488392
IA,Jun_day,0.348684057
IA,Jun_night,0.321744726
IA,Mar_day,0.454753672
IA,Mar_night,0.419072912
IA,May_day,0.440432977
IA,May_night,0.421487029
IA,Nov_day,0.502700247
IA,Nov_night,0.437527478
IA,Oct_day,0.473902997
IA,Oct_night,0.449472737
IA,Sep_day,0.439105879
IA,Sep_night,0.401575816
IA,superpeak,0.224334902
ID,Apr_day,0.344618362
ID,Apr_night,0.306538925
ID,Aug_day,0.30676447
ID,Aug_night,0.278418738
ID,Dec_day,0.430754
ID,Dec_night,0.362531354
ID,Feb_day,0.402223929
ID,Feb_night,0.30599858
ID,Jan_day,0.43664473
ID,Jan_night,0.367583016
ID,Jul_day,0.2826805
ID,Jul_night,0.269176193
ID,Jun_day,0.306929466
ID,Jun_night,0.283813783
ID,Mar_day,0.388639163
ID,Mar_night,0.325521683
ID,May_day,0.316079
ID,May_night,0.298488899
ID,Nov_day,0.424216835
ID,Nov_night,0.346847579
ID,Oct_day,0.400735391
ID,Oct_night,0.310499025
ID,Sep_day,0.332304322
ID,Sep_night,0.282348508
ID,superpeak,0.150097982
IL,Apr_day,0.413232122
IL,Apr_night,0.385022106
IL,Aug_day,0.24816758
IL,Aug_night,0.217134523
IL,Dec_day,0.416545027
IL,Dec_night,0.389611415
IL,Feb_day,0.397909551
IL,Feb_night,0.3707184
IL,Jan_day,0.434107578
IL,Jan_night,0.399157946
IL,Jul_day,0.237208874
IL,Jul_night,0.197578668
IL,Jun_day,0.251000941
IL,Jun_night,0.228988286
IL,Mar_day,0.389488559
IL,Mar_night,0.362063366
IL,May_day,0.342906882
IL,May_night,0.315832469
IL,Nov_day,0.42059009
IL,Nov_night,0.390863473
IL,Oct_day,0.3857865
IL,Oct_night,0.348680684
IL,Sep_day,0.304449927
IL,Sep_night,0.290478047
IL,superpeak,0.152088831
IN,Apr_day,0.413900799
IN,Apr_night,0.385045279
IN,Aug_day,0.257486745
IN,Aug_night,0.219830062
IN,Dec_day,0.432647628
IN,Dec_night,0.404871958
IN,Feb_day,0.403892369
IN,Feb_night,0.398278174
IN,Jan_day,0.449256301
IN,Jan_night,0.439557589
IN,Jul_day,0.259008895
IN,Jul_night,0.19977944
IN,Jun_day,0.262021706
IN,Jun_night,0.21499138
IN,Mar_day,0.390054661
IN,Mar_night,0.368183303
IN,May_day,0.358594725
IN,May_night,0.311684228
IN,Nov_day,0.422644765
IN,Nov_night,0.409631269
IN,Oct_day,0.39181965
IN,Oct_night,0.35952483
IN,Sep_day,0.31131411
IN,Sep_night,0.290345563
IN,superpeak,0.09994712
KS,Apr_day,0.533940411
KS,Apr_night,0.49588268
KS,Aug_day,0.378607351
KS,Aug_night,0.339260788
KS,Dec_day,0.532960277
KS,Dec_night,0.432674963
KS,Feb_day,0.479431768
KS,Feb_night,0.376676335
KS,Jan_day,0.495110288
KS,Jan_night,0.422526816
KS,Jul_day,0.40303831
KS,Jul_night,0.37863106
KS,Jun_day,0.436822266
KS,Jun_night,0.405990192
KS,Mar_day,0.514182489
KS,Mar_night,0.450559192
KS,May_day,0.463505026
KS,May_night,0.435932855
KS,Nov_day,0.523789446
KS,Nov_night,0.428785926
KS,Oct_day,0.507942856
KS,Oct_night,0.43530032
KS,Sep_day,0.449452724
KS,Sep_night,0.410797598
KS,superpeak,0.238279962
KY,Apr_day,0.296442781
KY,Apr_night,0.254913243
KY,Aug_day,0.158067503
KY,Aug_night,0.127905397
KY,Dec_day,0.333987152
KY,Dec_night,0.280442854
KY,Feb_day,0.300623118
KY,Feb_night,0.256747281
KY,Jan_day,0.325457333
KY,Jan_night,0.285020575
KY,Jul_day,0.154282015
KY,Jul_night,0.113605347
KY,Jun_day,0.173457228
KY,Jun_night,0.121883166
KY,Mar_day,0.288596074
KY,Mar_night,0.264601769
KY,May_day,0.255526111
KY,May_night,0.201259597
KY,Nov_day,0.292655113
KY,Nov_night,0.249631949
KY,Oct_day,0.259041441
KY,Oct_night,0.224827988
KY,Sep_day,0.208055717
KY,Sep_night,0.17823492
KY,superpeak,0.033165093
LA,Apr_day,0.330574006
LA,Apr_night,0.342958431
LA,Aug_day,0.141830017
LA,Aug_night,0.133896854
LA,Dec_day,0.371666415
LA,Dec_night,0.297236724
LA,Feb_day,0.324899105
LA,Feb_night,0.277672806
LA,Jan_day,0.341997533
LA,Jan_night,0.286430022
LA,Jul_day,0.141956482
LA,Jul_night,0.134436049
LA,Jun_day,0.166648577
LA,Jun_night,0.169646638
LA,Mar_day,0.321850882
LA,Mar_night,0.299811593
LA,May_day,0.241477655
LA,May_night,0.243245618
LA,Nov_day,0.324886946
LA,Nov_night,0.251201393
LA,Oct_day,0.301291776
LA,Oct_night,0.247985596
LA,Sep_day,0.229934278
LA,Sep_night,0.209488652
LA,superpeak,0.046220507
MA,Apr_day,0.321772206
MA,Apr_night,0.343864406
MA,Aug_day,0.221541937
MA,Aug_night,0.256012607
MA,Dec_day,0.411224895
MA,Dec_night,0.403683753
MA,Feb_day,0.37369587
MA,Feb_night,0.396068313
MA,Jan_day,0.420255912
MA,Jan_night,0.397139943
MA,Jul_day,0.238554622
MA,Jul_night,0.286168282
MA,Jun_day,0.257201099
MA,Jun_night,0.29616785
MA,Mar_day,0.363646482
MA,Mar_night,0.417663726
MA,May_day,0.296067556
MA,May_night,0.35212267
MA,Nov_day,0.373991387
MA,Nov_night,0.357981142
MA,Oct_day,0.350830294
MA,Oct_night,0.352248681
MA,Sep_day,0.244929502
MA,Sep_night,0.307049309
MA,superpeak,0.071117374
MD,Apr_day,0.277493091
MD,Apr_night,0.258657729
MD,Aug_day,0.144911549
MD,Aug_night,0.153528237
MD,Dec_day,0.356109267
MD,Dec_night,0.310935729
MD,Feb_day,0.319712193
MD,Feb_night,0.321677751
MD,Jan_day,0.367997423
MD,Jan_night,0.333482172
MD,Jul_day,0.150989001
MD,Jul_night,0.149059824
MD,Jun_day,0.177206321
MD,Jun_night,0.18483262
MD,Mar_day,0.319448412
MD,Mar_night,0.309117801
MD,May_day,0.226256993
MD,May_night,0.231562885
MD,Nov_day,0.303035722
MD,Nov_night,0.289070955
MD,Oct_day,0.248582382
MD,Oct_night,0.238359462
MD,Sep_day,0.199551569
MD,Sep_night,0.205210845
MD,superpeak,0.055276739
ME,Apr_day,0.364348985
ME,Apr_night,0.379042828
ME,Aug_day,0.279951713
ME,Aug_night,0.330490447
ME,Dec_day,0.464131871
ME,Dec_night,0.451714629
ME,Feb_day,0.462649691
ME,Feb_night,0.437236269
ME,Jan_day,0.46065579
ME,Jan_night,0.455028683
ME,Jul_day,0.291813073
ME,Jul_night,0.317388771
ME,Jun_day,0.286196631
ME,Jun_night,0.326339582
ME,Mar_day,0.412548187
ME,Mar_night,0.435652641
ME,May_day,0.335548548
ME,May_night,0.352888542
ME,Nov_day,0.405967941
ME,Nov_night,0.408673465
ME,Oct_day,0.399630888
ME,Oct_night,0.419275912
ME,Sep_day,0.34326249
ME,Sep_night,0.386495886
ME,superpeak,0.094899424
MI,Apr_day,0.371509302
MI,Apr_night,0.34705008
MI,Aug_day,0.246274345
MI,Aug_night,0.24222196
MI,Dec_day,0.432163363
MI,Dec_night,0.41682923
MI,Feb_day,0.389570128
MI,Feb_night,0.381309051
MI,Jan_day,0.431318215
MI,Jan_night,0.4211242
MI,Jul_day,0.261712492
MI,Jul_night,0.247855834
MI,Jun_day,0.275314974
MI,Jun_night,0.255793821
MI,Mar_day,0.372270734
MI,Mar_night,0.352109878
MI,May_day,0.344406438
MI,May_night,0.329019573
MI,Nov_day,0.407464623
MI,Nov_night,0.41380531
MI,Oct_day,0.391566518
MI,Oct_night,0.371844276
MI,Sep_day,0.332165774
MI,Sep_night,0.321953838
MI,superpeak,0.146351231
MN,Apr_day,0.397319367
MN,Apr_night,0.373395352
MN,Aug_day,0.338875374
MN,Aug_night,0.310354679
MN,Dec_day,0.443264469
MN,Dec_night,0.404276451
MN,Feb_day,0.436094033
MN,Feb_night,0.366349078
MN,Jan_day,0.444571331
MN,Jan_night,0.405763029
MN,Jul_day,0.336302203
MN,Jul_night,0.295960809
MN,Jun_day,0.351514508
MN,Jun_night,0.31771099
MN,Mar_day,0.393736655
MN,Mar_night,0.351318568
MN,May_day,0.400069005
MN,May_night,0.372594044
MN,Nov_day,0.455951392
MN,Nov_night,0.403299004
MN,Oct_day,0.446699005
MN,Oct_night,0.413481681
MN,Sep_day,0.428023403
MN,Sep_night,0.411226452
MN,superpeak,0.217543597
MO,Apr_day,0.392687818
MO,Apr_night,0.368631324
MO,Aug_day,0.241394981
MO,Aug_night,0.209479155
MO,Dec_day,0.403233088
MO,Dec_night,0.337841532
MO,Feb_day,0.349114208
MO,Feb_night,0.310080753
MO,Jan_day,0.385688361
MO,Jan_night,0.326884139
MO,Jul_day,0.231744688
MO,Jul_night,0.176277321
MO,Jun_day,0.265224633
MO,Jun_night,0.216089701
MO,Mar_day,0.360097072
MO,Mar_night,0.339506866
MO,May_day,0.338447979
MO,May_night,0.298413407
MO,Nov_day,0.396441727
MO,Nov_night,0.337991071
MO,Oct_day,0.366986134
MO,Oct_night,0.32458803
MO,Sep_day,0.2980599
MO,Sep_night,0.268143096
MO,superpeak,0.073232695
MS,Apr_day,0.275376147
MS,Apr_night,0.266384618
MS,Aug_day,0.12651193
MS,Aug_night,0.092751042
MS,Dec_day,0.309686108
MS,Dec_night,0.236736884
MS,Feb_day,0.271277501
MS,Feb_night,0.221698472
MS,Jan_day,0.280192658
MS,Jan_night,0.228836869
MS,Jul_day,0.109838263
MS,Jul_night,0.092478176
MS,Jun_day,0.140592416
MS,Jun_night,0.117179281
MS,Mar_day,0.269435646
MS,Mar_night,0.241287416
MS,May_day,0.209950033
MS,May_night,0.182764361
MS,Nov_day,0.275950617
MS,Nov_night,0.199318324
MS,Oct_day,0.258530205
MS,Oct_night,0.195399816
MS,Sep_day,0.216824089
MS,Sep_night,0.173652791
MS,superpeak,0.023991064
MT,Apr_day,0.339961811
MT,Apr_night,0.281463336
MT,Aug_day,0.319568177
MT,Aug_night,0.242632616
MT,Dec_day,0.51099581
MT,Dec_night,0.444126393
MT,Feb_day,0.430238677
MT,Feb_night,0.327572845
MT,Jan_day,0.49076758
MT,Jan_night,0.435809358
MT,Jul_day,0.29838675
MT,Jul_night,0.218549595
MT,Jun_day,0.30696497
MT,Jun_night,0.258298825
MT,Mar_day,0.402011332
MT,Mar_night,0.317430223
MT,May_day,0.333602016
MT,May_night,0.274310145
MT,Nov_day,0.51776676
MT,Nov_night,0.429251525
MT,Oct_day,0.445803009
MT,Oct_night,0.346935655
MT,Sep_day,0.374333245
MT,Sep_night,0.291132407
MT,superpeak,0.213021935
NC,Apr_day,0.302392839
NC,Apr_night,0.292707764
NC,Aug_day,0.152580615
NC,Aug_night,0.140122045
NC,Dec_day,0.33051646
NC,Dec_night,0.287044898
NC,Feb_day,0.322889132
NC,Feb_night,0.298061968
NC,Jan_day,0.361398253
NC,Jan_night,0.311343045
NC,Jul_day,0.160307712
NC,Jul_night,0.142160239
NC,Jun_day,0.188860509
NC,Jun_night,0.174974982
NC,Mar_day,0.29752704
NC,Mar_night,0.289900045
NC,May_day,0.252122181
NC,May_night,0.246957384
NC,Nov_day,0.294148729
NC,Nov_night,0.255556973
NC,Oct_day,0.234211745
NC,Oct_night,0.210782437
NC,Sep_day,0.20718635
NC,Sep_night,0.19466072
NC,superpeak,0.047860014
ND,Apr_day,0.441722066
ND,Apr_night,0.389516726
ND,Aug_day,0.404183754
ND,Aug_night,0.345554703
ND,Dec_day,0.553871469
ND,Dec_night,0.49941604
ND,Feb_day,0.478500076
ND,Feb_night,0.427547733
ND,Jan_day,0.53696104
ND,Jan_night,0.482340729
ND,Jul_day,0.377688796
ND,Jul_night,0.307188116
ND,Jun_day,0.416441323
ND,Jun_night,0.36776264
ND,Mar_day,0.461486071
ND,Mar_night,0.406299
ND,May_day,0.451349339
ND,May_night,0.415263601
ND,Nov_day,0.554453508
ND,Nov_night,0.467469136
ND,Oct_day,0.507597805
ND,Oct_night,0.433871308
ND,Sep_day,0.477663964
ND,Sep_night,0.405570843
ND,superpeak,0.283379473
NE,Apr_day,0.479441547
NE,Apr_night,0.434101682
NE,Aug_day,0.375379116
NE,Aug_night,0.310483643
NE,Dec_day,0.581401423
NE,Dec_night,0.478457377
NE,Feb_day,0.506077443
NE,Feb_night,0.410831765
NE,Jan_day,0.550522819
NE,Jan_night,0.459868187
NE,Jul_day,0.347491927
NE,Jul_night,0.29474765
NE,Jun_day,0.383851135
NE,Jun_night,0.334023458
NE,Mar_day,0.486070793
NE,Mar_night,0.408448483
NE,May_day,0.443769463
NE,May_night,0.390993119
NE,Nov_day,0.554964107
NE,Nov_night,0.429986354
NE,Oct_day,0.523095596
NE,Oct_night,0.417457873
NE,Sep_day,0.478088947
NE,Sep_night,0.412293724
NE,superpeak,0.192626909
NH,Apr_day,0.342739608
NH,Apr_night,0.365184868
NH,Aug_day,0.243356029
NH,Aug_night,0.268906874
NH,Dec_day,0.440107578
NH,Dec_night,0.422192303
NH,Feb_day,0.438079794
NH,Feb_night,0.418772179
NH,Jan_day,0.442838502
NH,Jan_night,0.428027679
NH,Jul_day,0.266224717
NH,Jul_night,0.24737741
NH,Jun_day,0.263625964
NH,Jun_night,0.263317627
NH,Mar_day,0.399203668
NH,Mar_night,0.41313391
NH,May_day,0.323474646
NH,May_night,0.339908617
NH,Nov_day,0.392335264
NH,Nov_night,0.383918158
NH,Oct_day,0.377110315
NH,Oct_night,0.385115772
NH,Sep_day,0.30081453
NH,Sep_night,0.332932244
NH,superpeak,0.122840054
NJ,Apr_day,0.229964454
NJ,Apr_night,0.243721338
NJ,Aug_day,0.129021901
NJ,Aug_night,0.190804693
NJ,Dec_day,0.328770502
NJ,Dec_night,0.283758461
NJ,Feb_day,0.295768459
NJ,Feb_night,0.303710547
NJ,Jan_day,0.315737073
NJ,Jan_night,0.30803371
NJ,Jul_day,0.145610881
NJ,Jul_night,0.186364088
NJ,Jun_day,0.156181192
NJ,Jun_night,0.207551572
NJ,Mar_day,0.285265466
NJ,Mar_night,0.313901878
NJ,May_day,0.21356707
NJ,May_night,0.270141767
NJ,Nov_day,0.269102353
NJ,Nov_night,0.262047953
NJ,Oct_day,0.254090155
NJ,Oct_night,0.27178981
NJ,Sep_day,0.197867022
NJ,Sep_night,0.246965337
NJ,superpeak,0.06329819
NM,Apr_day,0.413842148
NM,Apr_night,0.431028939
NM,Aug_day,0.242418099
NM,Aug_night,0.1862638
NM,Dec_day,0.464702126
NM,Dec_night,0.362425902
NM,Feb_day,0.4164687
NM,Feb_night,0.36851729
NM,Jan_day,0.426261871
NM,Jan_night,0.356742877
NM,Jul_day,0.251871939
NM,Jul_night,0.190652998
NM,Jun_day,0.325157629
NM,Jun_night,0.311273992
NM,Mar_day,0.400851341
NM,Mar_night,0.377359203
NM,May_day,0.352081688
NM,May_night,0.381662517
NM,Nov_day,0.401620059
NM,Nov_night,0.324277134
NM,Oct_day,0.365375303
NM,Oct_night,0.316566688
NM,Sep_day,0.305501879
NM,Sep_night,0.256387843
NM,superpeak,0.116871527
NV,Apr_day,0.336888272
NV,Apr_night,0.341806154
NV,Aug_day,0.276120382
NV,Aug_night,0.248277048
NV,Dec_day,0.409658564
NV,Dec_night,0.334238816
NV,Feb_day,0.371266875
NV,Feb_night,0.300076792
NV,Jan_day,0.388540444
NV,Jan_night,0.319696214
NV,Jul_day,0.272603859
NV,Jul_night,0.235541906
NV,Jun_day,0.293533454
NV,Jun_night,0.299310835
NV,Mar_day,0.344094772
NV,Mar_night,0.302256112
NV,May_day,0.292000641
NV,May_night,0.307789779
NV,Nov_day,0.395737594
NV,Nov_night,0.311635199
NV,Oct_day,0.357760857
NV,Oct_night,0.279249401
NV,Sep_day,0.300813809
NV,Sep_night,0.241796121
NV,superpeak,0.12321589
NY,Apr_day,0.326722473
NY,Apr_night,0.332296046
NY,Aug_day,0.218548127
NY,Aug_night,0.241563164
NY,Dec_day,0.423581083
NY,Dec_night,0.408668129
NY,Feb_day,0.399437854
NY,Feb_night,0.396812211
NY,Jan_day,0.417536987
NY,Jan_night,0.409843393
NY,Jul_day,0.249769258
NY,Jul_night,0.25909024
NY,Jun_day,0.25247624
NY,Jun_night,0.270920393
NY,Mar_day,0.380934845
NY,Mar_night,0.388625102
NY,May_day,0.300333022
NY,May_night,0.335278119
NY,Nov_day,0.378454848
NY,Nov_night,0.381334886
NY,Oct_day,0.354607165
NY,Oct_night,0.371892097
NY,Sep_day,0.281671587
NY,Sep_night,0.320030414
NY,superpeak,0.092684466
OH,Apr_day,0.300309317
OH,Apr_night,0.275558158
OH,Aug_day,0.166693711
OH,Aug_night,0.152156027
OH,Dec_day,0.335142617
OH,Dec_night,0.328848612
OH,Feb_day,0.311287143
OH,Feb_night,0.312046589
OH,Jan_day,0.345380481
OH,Jan_night,0.348984754
OH,Jul_day,0.167900692
OH,Jul_night,0.147968574
OH,Jun_day,0.184498766
OH,Jun_night,0.151002188
OH,Mar_day,0.315090663
OH,Mar_night,0.297883428
OH,May_day,0.246548846
OH,May_night,0.224721612
OH,Nov_day,0.326695475
OH,Nov_night,0.320916118
OH,Oct_day,0.284760973
OH,Oct_night,0.264218902
OH,Sep_day,0.212560008
OH,Sep_night,0.201596419
OH,superpeak,0.057553487
OK,Apr_day,0.518034005
OK,Apr_night,0.471508482
OK,Aug_day,0.327472974
OK,Aug_night,0.280987149
OK,Dec_day,0.499847358
OK,Dec_night,0.387959639
OK,Feb_day,0.441811773
OK,Feb_night,0.367469939
OK,Jan_day,0.471094424
OK,Jan_night,0.372582725
OK,Jul_day,0.35496434
OK,Jul_night,0.292132453
OK,Jun_day,0.394174235
OK,Jun_night,0.348628074
OK,Mar_day,0.486281973
OK,Mar_night,0.427876509
OK,May_day,0.42633231
OK,May_night,0.407516644
OK,Nov_day,0.473428483
OK,Nov_night,0.403025383
OK,Oct_day,0.444098688
OK,Oct_night,0.392116592
OK,Sep_day,0.368279144
OK,Sep_night,0.33184935
OK,superpeak,0.192239301
OR,Apr_day,0.307767568
OR,Apr_night,0.266087568
OR,Aug_day,0.295623895
OR,Aug_night,0.28543034
OR,Dec_day,0.493769868
OR,Dec_night,0.431422658
OR,Feb_day,0.43999839
OR,Feb_night,0.352042973
OR,Jan_day,0.483722327
OR,Jan_night,0.416661213
OR,Jul_day,0.287650448
OR,Jul_night,0.25534041
OR,Jun_day,0.274570453
OR,Jun_night,0.274039199
OR,Mar_day,0.395748446
OR,Mar_night,0.32592598
OR,May_day,0.295794547
OR,May_night,0.264195664
OR,Nov_day,0.478689336
OR,Nov_night,0.394836358
OR,Oct_day,0.4196981
OR,Oct_night,0.315278293
OR,Sep_day,0.344808932
OR,Sep_night,0.296375167
OR,superpeak,0.149533959
PA,Apr_day,0.269112694
PA,Apr_night,0.277201251
PA,Aug_day,0.16637635
PA,Aug_night,0.175177902
PA,Dec_day,0.379145781
PA,Dec_night,0.340636573
PA,Feb_day,0.345401401
PA,Feb_night,0.341915775
PA,Jan_day,0.376784543
PA,Jan_night,0.36361115
PA,Jul_day,0.181057848
PA,Jul_night,0.174075593
PA,Jun_day,0.198854445
PA,Jun_night,0.199052611
PA,Mar_day,0.320644905
PA,Mar_night,0.331259247
PA,May_day,0.25259278
PA,May_night,0.25458028
PA,Nov_day,0.323111114
PA,Nov_night,0.32153149
PA,Oct_day,0.29419596
PA,Oct_night,0.299831014
PA,Sep_day,0.230826459
PA,Sep_night,0.248207919
PA,superpeak,0.04626333
RI,Apr_day,0.287553653
RI,Apr_night,0.334403083
RI,Aug_day,0.217258671
RI,Aug_night,0.238262831
RI,Dec_day,0.396094145
RI,Dec_night,0.385468022
RI,Feb_day,0.356701437
RI,Feb_night,0.378409811
RI,Jan_day,0.407223542
RI,Jan_night,0.372839531
RI,Jul_day,0.221627701
RI,Jul_night,0.309950101
RI,Jun_day,0.236404043
RI,Jun_night,0.304666141
RI,Mar_day,0.311246071
RI,Mar_night,0.399746251
RI,May_day,0.274898985
RI,May_night,0.342236941
RI,Nov_day,0.377689245
RI,Nov_night,0.330624358
RI,Oct_day,0.323294094
RI,Oct_night,0.330207657
RI,Sep_day,0.231242842
RI,Sep_night,0.285372435
RI,superpeak,0.016995249
SC,Apr_day,0.29832845
SC,Apr_night,0.301861326
