# File: PLEXOS_World_memberships.csv
# Title: PLEXOS-World Memberships Mapping File
# Units: N/A (mapping file)
# Source: Brinkerink; Deane; 2020; PLEXOS-World 2015; https://doi.org/10.7910/DVN/CBYXBY; Harvard Dataverse; V6; U; UNF:6:fyT1L5t+sHlvSHolxelaVg==[PLEXOS-World 2015 Gold V1.1.tab]
# Comments: 'Memberships' sheet from PLEXOS-World 2015 Gold V1.1.tab. PLEXOS-World 2015 model in raw data format. As part of the model data this file includes among others all global power plant capacities as well as existing NTC transmission capacities between countries and sub-country regions as of 2015. See the supplementary material document and the main journal paper for more detail. The most important sheets in the file are the 'Objects' sheet (includes all modeled objects); the 'Memberships' sheet (defines interrelationships between objects); the Attributes sheet (among others includes geolocations of objects) and the properties sheet (includes all quantified property values of objects).
# Column types: ccccc 
# ----------
parent_class,child_class,collection,parent_object,child_object
Generator,Node,Nodes,USA_Gas_FreeportEnergy23607,NA-USA-ER
Generator,Node,Nodes,USA_Gas_FreestoneEnerg23610,NA-USA-ER
Generator,Node,Nodes,USA_Gas_FremontEnergy23616,NA-USA-RW
Generator,Node,Nodes,USA_Gas_FresnoCogenPa23626,NA-USA-CA
Generator,Node,Nodes,USA_Gas_FritoLayCogen23632,NA-USA-CA
Generator,Node,Nodes,USA_Gas_FritoLayIncor23631,NA-USA-NE
Generator,Node,Nodes,USA_Gas_FrontRangePow23633,NA-USA-RA
Generator,Node,Nodes,USA_Gas_Fruita23638,NA-USA-RA
Generator,Node,Nodes,USA_Gas_FullertonMill23641,NA-USA-CA
Generator,Node,Nodes,USA_Gas_FultonAR23642,NA-USA-SS
Generator,Node,Nodes,USA_Gas_FultonMO23643,NA-USA-SW
Generator,Node,Nodes,USA_Gas_Gadsby23679,NA-USA-NW
Generator,Node,Nodes,USA_Gas_Gadsden23680,NA-USA-SE
Generator,Node,Nodes,USA_Gas_GalionGenerati23689,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GallupRefinery23692,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_Gans23694,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GardenCity23697,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GardnerEnergy23700,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GarrisonEnergy23710,NA-USA-RE
Generator,Node,Nodes,USA_Gas_GaryWorks23713,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GasTurbineIA23717,NA-USA-MW
Generator,Node,Nodes,USA_Gas_GatewayGenerat23730,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GaviotaOilPla23735,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GaylordConsu23737,NA-USA-RM
Generator,Node,Nodes,USA_Gas_GaylordWolve23738,NA-USA-RM
Generator,Node,Nodes,USA_Gas_Geismar23740,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GeismarCogen23741,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GeneralElectri23750,NA-USA-NE
Generator,Node,Nodes,USA_Gas_GeneralElectri23753,NA-USA-SE
Generator,Node,Nodes,USA_Gas_GeneralMillsI23754,NA-USA-NY
Generator,Node,Nodes,USA_Gas_Geneseo23757,NA-USA-SW
Generator,Node,Nodes,USA_Gas_GenevaGenerati23761,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GeorgeBirdsall23766,NA-USA-RA
Generator,Node,Nodes,USA_Gas_GeorgeJohnson23767,NA-USA-RM
Generator,Node,Nodes,USA_Gas_GeorgeMSulliv23768,NA-USA-AK
Generator,Node,Nodes,USA_Gas_Georgetown23771,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GeorgiaPacific23786,NA-USA-ME
Generator,Node,Nodes,USA_Gas_GeraldAndrus23795,NA-USA-SA
Generator,Node,Nodes,USA_Gas_Gianera23803,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GibsonCityEne23806,NA-USA-SW
Generator,Node,Nodes,USA_Gas_GilaRiverPowe23810,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_GilaRiverPowe23811,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_GilaRiverPowe23812,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_GilaRiverPowe23813,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_Gilbert23814,NA-USA-RE
Generator,Node,Nodes,USA_Gas_GilletteSBMC23817,NA-USA-NE
Generator,Node,Nodes,USA_Gas_GilroyPeaking23820,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GilroyPowerPl23821,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Girard23822,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GleasonGenerat23828,NA-USA-SC
Generator,Node,Nodes,USA_Gas_Glenarm23834,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GlendiveGT23838,NA-USA-MW
Generator,Node,Nodes,USA_Gas_GlenwoodLandin23844,NA-USA-NY
Generator,Node,Nodes,USA_Gas_GoalLineLP23847,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GoldendaleGene23864,NA-USA-NW
Generator,Node,Nodes,USA_Gas_GoldenRenewabl23858,NA-USA-MW
Generator,Node,Nodes,USA_Gas_Goodland23869,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GoodmanEnergy23870,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GoodyearBeaumo23875,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GooseCreekEne23877,NA-USA-SW
Generator,Node,Nodes,USA_Gas_GooseHavenEne23878,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GordonEvansEn23881,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GordonsvilleEn23882,NA-USA-SV
Generator,Node,Nodes,USA_Gas_GouldStreet23890,NA-USA-RE
Generator,Node,Nodes,USA_Gas_Graham23901,NA-USA-ER
Generator,Node,Nodes,USA_Gas_GramercyHoldin23904,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GrandAvePlant23908,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GrandHavenDie23912,NA-USA-RM
Generator,Node,Nodes,USA_Gas_GrandIsleGas23913,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GrandTowerEne23922,NA-USA-SW
Generator,Node,Nodes,USA_Gas_GraniteCity23935,NA-USA-MW
Generator,Node,Nodes,USA_Gas_GraniteRidge23944,NA-USA-NE
Generator,Node,Nodes,USA_Gas_GrapelandPeake23953,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GraphicPackagi23954,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GravelNeck23959,NA-USA-SV
Generator,Node,Nodes,USA_Gas_GraysFerryCog23962,NA-USA-RE
Generator,Node,Nodes,USA_Gas_GraysHarborEn23963,NA-USA-NW
Generator,Node,Nodes,USA_Gas_Grayson23964,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GreatBendSu23965,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GreaterDesMoi23974,NA-USA-MW
Generator,Node,Nodes,USA_Gas_GREC23669,NA-USA-SS
Generator,Node,Nodes,USA_Gas_GreenCountryE23982,NA-USA-SS
Generator,Node,Nodes,USA_Gas_GreeneCounty24003,NA-USA-SE
Generator,Node,Nodes,USA_Gas_GreenidgeGener24009,NA-USA-NY
Generator,Node,Nodes,USA_Gas_GreenlandEnerg24010,NA-USA-FR
Generator,Node,Nodes,USA_Gas_Greenleaf1Pow24011,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Greenleaf2Pow24012,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GreenPower223997,NA-USA-ER
Generator,Node,Nodes,USA_Gas_GreensBayou24014,NA-USA-SA
Generator,Node,Nodes,USA_Gas_GreenvilleElec24017,NA-USA-RW
Generator,Node,Nodes,USA_Gas_GreenwoodMI24019,NA-USA-RM
Generator,Node,Nodes,USA_Gas_GreenwoodMO24020,NA-USA-SN
Generator,Node,Nodes,USA_Gas_GregoryPowerF24025,NA-USA-ER
Generator,Node,Nodes,USA_Gas_GriffithEnergy24029,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_GrimesWay24030,NA-USA-NW
Generator,Node,Nodes,USA_Gas_GrossmontHospi24033,NA-USA-CA
Generator,Node,Nodes,USA_Gas_GrotonGenerati24034,NA-USA-MW
Generator,Node,Nodes,USA_Gas_GuadalupeGener24040,NA-USA-ER
Generator,Node,Nodes,USA_Gas_GWIvey23651,NA-USA-FR
Generator,Node,Nodes,USA_Gas_H_Gonzales24061,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Haefling24080,NA-USA-SC
Generator,Node,Nodes,USA_Gas_Hagood24081,NA-USA-SV
Generator,Node,Nodes,USA_Gas_HalCWeaverPo24085,NA-USA-ER
Generator,Node,Nodes,USA_Gas_Hallam24091,NA-USA-MW
Generator,Node,Nodes,USA_Gas_HAllenFrankli24053,NA-USA-SE
Generator,Node,Nodes,USA_Gas_HamiltonOH24095,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HamiltonPeakin24099,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HamletGenerati24101,NA-USA-SV
Generator,Node,Nodes,USA_Gas_HamptonFacilit24107,NA-USA-NE
Generator,Node,Nodes,USA_Gas_Hancock24111,NA-USA-RM
Generator,Node,Nodes,USA_Gas_Handley24114,NA-USA-ER
Generator,Node,Nodes,USA_Gas_HandsomeLakeE24115,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HanfordEnergy24117,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HangingRockEn24118,NA-USA-RW
Generator,Node,Nodes,USA_Gas_Harbor24123,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HarborCogen24124,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HardeePowerSt24126,NA-USA-FR
Generator,Node,Nodes,USA_Gas_HardinCountyP24129,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HardingStreet24132,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HargisHebertE24138,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HarlemRiverYa24140,NA-USA-NY
Generator,Node,Nodes,USA_Gas_HarquahalaGene24144,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_HarrisonCounty24154,NA-USA-SS
Generator,Node,Nodes,USA_Gas_HarryAllen24155,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_HarryDMattiso24156,NA-USA-SS
Generator,Node,Nodes,USA_Gas_HarryL_Oswald24157,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HartfordHospit24160,NA-USA-NE
Generator,Node,Nodes,USA_Gas_HartwellEnergy24162,NA-USA-SE
Generator,Node,Nodes,USA_Gas_Hartzog24165,NA-USA-RA
Generator,Node,Nodes,USA_Gas_HaverhillNorth24185,NA-USA-SC
Generator,Node,Nodes,USA_Gas_HawkRoadFacil24192,NA-USA-SE
Generator,Node,Nodes,USA_Gas_HaworthWaterT24197,NA-USA-RE
Generator,Node,Nodes,USA_Gas_Haynes24202,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HayRoad24200,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HaysEnergyPro24205,NA-USA-ER
Generator,Node,Nodes,USA_Gas_Hazelton24209,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HeatPlant77024219,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HeberCity24221,NA-USA-NW
Generator,Node,Nodes,USA_Gas_HellGate24230,NA-USA-NY
Generator,Node,Nodes,USA_Gas_Henderson24238,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HenriettaPeake24243,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HenryCounty24245,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HenryStation24246,NA-USA-RM
Generator,Node,Nodes,USA_Gas_HermistonGener24253,NA-USA-NW
Generator,Node,Nodes,USA_Gas_HermistonPower24254,NA-USA-NW
Generator,Node,Nodes,USA_Gas_HidalgoEnergy24267,NA-USA-ER
Generator,Node,Nodes,USA_Gas_Higgins24271,NA-USA-FR
Generator,Node,Nodes,USA_Gas_HigginsGenerat24272,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_Higginsville24273,NA-USA-SN
Generator,Node,Nodes,USA_Gas_HighBridge24276,NA-USA-MW
Generator,Node,Nodes,USA_Gas_HighDesertPow24278,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HighSierraCog24293,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HighSierraLim24294,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HighStreetSta24295,NA-USA-NE
Generator,Node,Nodes,USA_Gas_HillabeeEnergy24309,NA-USA-SE
Generator,Node,Nodes,USA_Gas_Hillburn24310,NA-USA-NY
Generator,Node,Nodes,USA_Gas_HillCity24308,NA-USA-SN
Generator,Node,Nodes,USA_Gas_Hillsdale24317,NA-USA-RM
Generator,Node,Nodes,USA_Gas_HiltonNYCoGe24320,NA-USA-NY
Generator,Node,Nodes,USA_Gas_HindsEnergyFa24321,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HinesEnergyCo24322,NA-USA-FR
Generator,Node,Nodes,USA_Gas_HLCulbreathB24055,NA-USA-FR
Generator,Node,Nodes,USA_Gas_HoagHospitalC24326,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HobbsGeneratin24328,NA-USA-SS
Generator,Node,Nodes,USA_Gas_HofferPlastics24330,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HoffmannLaRoch24331,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HofstraUnivers24332,NA-USA-NY
Generator,Node,Nodes,USA_Gas_HogBayouEnerg24333,NA-USA-SE
Generator,Node,Nodes,USA_Gas_Hoisington24336,NA-USA-SN
Generator,Node,Nodes,USA_Gas_Holden24341,NA-USA-SN
Generator,Node,Nodes,USA_Gas_HollandEnergy24343,NA-USA-SW
Generator,Node,Nodes,USA_Gas_HollandEnergy24344,NA-USA-RM
Generator,Node,Nodes,USA_Gas_HondaTorrance24362,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HopewellCogene24375,NA-USA-SV
Generator,Node,Nodes,USA_Gas_HopewellCogene24376,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HorseshoeLake24391,NA-USA-SS
Generator,Node,Nodes,USA_Gas_HotSpringGene24392,NA-USA-SA
Generator,Node,Nodes,USA_Gas_Houma24394,NA-USA-SA
Generator,Node,Nodes,USA_Gas_HoustonChemica24395,NA-USA-ER
Generator,Node,Nodes,USA_Gas_HouwelingNurse24397,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HowardDown24398,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HPHoodCT24069,NA-USA-RW
Generator,Node,Nodes,USA_Gas_HSCoCHP24071,NA-USA-NE
Generator,Node,Nodes,USA_Gas_HTWPlant303C24072,NA-USA-NW
Generator,Node,Nodes,USA_Gas_HumboldtBay24409,NA-USA-CA
Generator,Node,Nodes,USA_Gas_HunlockPowerS24413,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HunlockUnit424414,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HunterdonCogen24418,NA-USA-RE
Generator,Node,Nodes,USA_Gas_HunterstownPow24420,NA-USA-RE
Generator,Node,Nodes,USA_Gas_Huron24425,NA-USA-MW
Generator,Node,Nodes,USA_Gas_HurricaneCity24427,NA-USA-NW
Generator,Node,Nodes,USA_Gas_HutchinsonEner24430,NA-USA-SN
Generator,Node,Nodes,USA_Gas_HutchinsonPlan24432,NA-USA-MW
Generator,Node,Nodes,USA_Gas_HutchinsonPlan24433,NA-USA-MW
Generator,Node,Nodes,USA_Gas_HVCCCogenPlan24073,NA-USA-NY
Generator,Node,Nodes,USA_Gas_HWilsonSundt24060,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_IBMSouthbury24449,NA-USA-NE
Generator,Node,Nodes,USA_Gas_ImperialSavann24504,NA-USA-SE
Generator,Node,Nodes,USA_Gas_IndeckCorinth24512,NA-USA-NY
Generator,Node,Nodes,USA_Gas_IndeckOleanEn24515,NA-USA-NY
Generator,Node,Nodes,USA_Gas_IndeckOswegoE24516,NA-USA-NY
Generator,Node,Nodes,USA_Gas_IndeckSilverS24517,NA-USA-NY
Generator,Node,Nodes,USA_Gas_IndeckYerkesE24519,NA-USA-NY
Generator,Node,Nodes,USA_Gas_IndianaHarbor24532,NA-USA-RW
Generator,Node,Nodes,USA_Gas_IndianaUnivers24533,NA-USA-RE
Generator,Node,Nodes,USA_Gas_IndianOrchard24525,NA-USA-NE
Generator,Node,Nodes,USA_Gas_IndianRiver24528,NA-USA-FR
Generator,Node,Nodes,USA_Gas_IndianRiverPl24530,NA-USA-FR
Generator,Node,Nodes,USA_Gas_IndigoEnergyF24537,NA-USA-CA
Generator,Node,Nodes,USA_Gas_InglesideCogen24548,NA-USA-ER
Generator,Node,Nodes,USA_Gas_IngredionStock24550,NA-USA-CA
Generator,Node,Nodes,USA_Gas_InlandEmpireE24553,NA-USA-CA
Generator,Node,Nodes,USA_Gas_InnerHarborEa24555,NA-USA-RE
Generator,Node,Nodes,USA_Gas_IntelSantaCla24585,NA-USA-CA
Generator,Node,Nodes,USA_Gas_IntercessionCi24586,NA-USA-FR
Generator,Node,Nodes,USA_Gas_International24588,NA-USA-AK
Generator,Node,Nodes,USA_Gas_InternationalP24594,NA-USA-SV
Generator,Node,Nodes,USA_Gas_InternationalP24603,NA-USA-SE
Generator,Node,Nodes,USA_Gas_Interstate24609,NA-USA-SW
Generator,Node,Nodes,USA_Gas_InverHills24613,NA-USA-MW
Generator,Node,Nodes,USA_Gas_IronwoodLLC24628,NA-USA-RE
Generator,Node,Nodes,USA_Gas_IslandStreetP24633,NA-USA-ME
Generator,Node,Nodes,USA_Gas_ITTCogenFacil24498,NA-USA-RW
Generator,Node,Nodes,USA_Gas_JackCounty24662,NA-USA-ER
Generator,Node,Nodes,USA_Gas_JackFuscoEner24663,NA-USA-ER
Generator,Node,Nodes,USA_Gas_JackMcDonough24664,NA-USA-SE
Generator,Node,Nodes,USA_Gas_JacksonGenerat24673,NA-USA-RM
Generator,Node,Nodes,USA_Gas_JackWatson24666,NA-USA-SE
Generator,Node,Nodes,USA_Gas_JamesonEnergy24691,NA-USA-SN
Generator,Node,Nodes,USA_Gas_JamesonGasPro24692,NA-USA-ER
Generator,Node,Nodes,USA_Gas_JamesRiverPow24690,NA-USA-SN
Generator,Node,Nodes,USA_Gas_Jasper24697,NA-USA-SV
Generator,Node,Nodes,USA_Gas_JCOOxidesOlef24658,NA-USA-SA
Generator,Node,Nodes,USA_Gas_JDKennedy24641,NA-USA-FR
Generator,Node,Nodes,USA_Gas_JKSmith24643,NA-USA-SC
Generator,Node,Nodes,USA_Gas_JLamarStallU24645,NA-USA-SS
Generator,Node,Nodes,USA_Gas_JMShaferGener24660,NA-USA-RA
Generator,Node,Nodes,USA_Gas_Jobos24726,NA-USA-PR
Generator,Node,Nodes,USA_Gas_JohnRKelly24737,NA-USA-FR
Generator,Node,Nodes,USA_Gas_JohnSevier24739,NA-USA-SC
Generator,Node,Nodes,USA_Gas_JohnsonCounty24747,NA-USA-ER
Generator,Node,Nodes,USA_Gas_Johnsonville24751,NA-USA-SC
Generator,Node,Nodes,USA_Gas_JohnSRainey24738,NA-USA-SV
Generator,Node,Nodes,USA_Gas_Jones24757,NA-USA-SS
Generator,Node,Nodes,USA_Gas_JonesboroCity24761,NA-USA-SA
Generator,Node,Nodes,USA_Gas_JosephJSeymou24767,NA-USA-NY
Generator,Node,Nodes,USA_Gas_JRobertMassen24648,NA-USA-SS
Generator,Node,Nodes,USA_Gas_JStreet24650,NA-USA-MW
Generator,Node,Nodes,USA_Gas_JuniataLocomot24775,NA-USA-RE
Generator,Node,Nodes,USA_Gas_JuniperNetwork24777,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KalamazooRiver24805,NA-USA-RM
Generator,Node,Nodes,USA_Gas_KalkaskaCT124806,NA-USA-RM
Generator,Node,Nodes,USA_Gas_KaminLLCWrens24808,NA-USA-SE
Generator,Node,Nodes,USA_Gas_KansasCityInt24813,NA-USA-SN
Generator,Node,Nodes,USA_Gas_KaukaunaGasTu24826,NA-USA-ME
Generator,Node,Nodes,USA_Gas_Kaw24828,NA-USA-SN
Generator,Node,Nodes,USA_Gas_KaweahDeltaDi24834,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KelloggsSan24850,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KemperCounty24853,NA-USA-SE
Generator,Node,Nodes,USA_Gas_KendallCounty24857,NA-USA-RW
Generator,Node,Nodes,USA_Gas_KendallSquare24858,NA-USA-NE
Generator,Node,Nodes,USA_Gas_KenilworthEner24859,NA-USA-RE
Generator,Node,Nodes,USA_Gas_KennedyInterna24861,NA-USA-NY
Generator,Node,Nodes,USA_Gas_Kennett24865,NA-USA-SW
Generator,Node,Nodes,USA_Gas_KernFrontLimi24879,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KernOilRefi24880,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KernRiverCoge24883,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KernRiverEast24884,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KiamichiEnergy24896,NA-USA-SS
Generator,Node,Nodes,USA_Gas_KimberlyClark24904,NA-USA-NE
Generator,Node,Nodes,USA_Gas_KingCityPeaki24909,NA-USA-CA
Generator,Node,Nodes,USA_Gas_KingCityPower24910,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Kingfisher24918,NA-USA-SS
Generator,Node,Nodes,USA_Gas_KingmanMunicip24921,NA-USA-SN
Generator,Node,Nodes,USA_Gas_KingsburgCogen24926,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Kinmundy24932,NA-USA-SW
Generator,Node,Nodes,USA_Gas_Kirksville24938,NA-USA-SW
Generator,Node,Nodes,USA_Gas_KlamathCogener24945,NA-USA-NW
Generator,Node,Nodes,USA_Gas_KlamathExpansi24946,NA-USA-NW
Generator,Node,Nodes,USA_Gas_KleenEnergySy24950,NA-USA-NE
Generator,Node,Nodes,USA_Gas_KnoxLee24957,NA-USA-SS
Generator,Node,Nodes,USA_Gas_KyoceraAmerica24975,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Kyrene24976,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_Ladysmith25016,NA-USA-SV
Generator,Node,Nodes,USA_Gas_LagoonCogenera25020,NA-USA-NW
Generator,Node,Nodes,USA_Gas_LagoonCreek25021,NA-USA-SC
Generator,Node,Nodes,USA_Gas_LakeCatherine25028,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LakeCharlesPo25030,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LakefieldJunct25055,NA-USA-MW
Generator,Node,Nodes,USA_Gas_LakeForestHos25035,NA-USA-RW
Generator,Node,Nodes,USA_Gas_LakeHubbard25038,NA-USA-ER
Generator,Node,Nodes,USA_Gas_LakeOne25046,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LakeRoadGener25052,NA-USA-NE
Generator,Node,Nodes,USA_Gas_LakeRoadMO25051,NA-USA-SN
Generator,Node,Nodes,USA_Gas_LakeSidePower25053,NA-USA-NW
Generator,Node,Nodes,USA_Gas_LakinMunicipal25065,NA-USA-SN
Generator,Node,Nodes,USA_Gas_LaLuzEnergyC25002,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_LamarPowerPro25069,NA-USA-ER
Generator,Node,Nodes,USA_Gas_LambieEnergyC25070,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LangeGasTurbi25090,NA-USA-RA
Generator,Node,Nodes,USA_Gas_LangleyGulchP25092,NA-USA-NW
Generator,Node,Nodes,USA_Gas_LansingBWLREO25096,NA-USA-RM
Generator,Node,Nodes,USA_Gas_LansingSmith25097,NA-USA-SE
Generator,Node,Nodes,USA_Gas_LaOEnergySyst25010,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LaPalomaGener25003,NA-USA-CA
Generator,Node,Nodes,USA_Gas_Laredo25099,NA-USA-ER
Generator,Node,Nodes,USA_Gas_LarkspurEnergy25102,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LarsenMemorial25104,NA-USA-FR
Generator,Node,Nodes,USA_Gas_LasVegasGener25106,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_Lauderdale25113,NA-USA-FR
Generator,Node,Nodes,USA_Gas_Laurel25114,NA-USA-MW
Generator,Node,Nodes,USA_Gas_LawrenceburgPo25130,NA-USA-RW
Generator,Node,Nodes,USA_Gas_LawrenceCounty25126,NA-USA-RW
Generator,Node,Nodes,USA_Gas_LCECGeneration24987,NA-USA-SS
Generator,Node,Nodes,USA_Gas_LederleLaborat25141,NA-USA-NY
Generator,Node,Nodes,USA_Gas_LeeCombinedCy25142,NA-USA-SV
Generator,Node,Nodes,USA_Gas_LeeEnergyFaci25146,NA-USA-RW
Generator,Node,Nodes,USA_Gas_LeonCreek25165,NA-USA-ER
Generator,Node,Nodes,USA_Gas_LEPAUnitNo_124989,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LewisCreek25171,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LibertyElectri25179,NA-USA-RE
Generator,Node,Nodes,USA_Gas_Lieberman25182,NA-USA-SS
Generator,Node,Nodes,USA_Gas_LifeTechnologi25183,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LifeTechnologi25184,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LimonGeneratin25197,NA-USA-RA
Generator,Node,Nodes,USA_Gas_LincolnCombust25202,NA-USA-SV
Generator,Node,Nodes,USA_Gas_LincolnGenerat25204,NA-USA-RW
Generator,Node,Nodes,USA_Gas_LindenCogenPl25215,NA-USA-RE
Generator,Node,Nodes,USA_Gas_LindeWilmingto25214,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LittleGypsy25228,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LiveOakLimite25237,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LivingstonGene25240,NA-USA-RM
Generator,Node,Nodes,USA_Gas_LLWilkins24977,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LockheedMartin25250,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LockportEnergy25251,NA-USA-NY
Generator,Node,Nodes,USA_Gas_Lodi25257,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LodiEnergyCen25258,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LoganCity25261,NA-USA-NW
Generator,Node,Nodes,USA_Gas_LomaLindaUniv25267,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LonesomeCreek25273,NA-USA-MW
Generator,Node,Nodes,USA_Gas_LoneStar25270,NA-USA-SS
Generator,Node,Nodes,USA_Gas_LongBeachGene25274,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LordsburgGener25293,NA-USA-AZ
Generator,Node,Nodes,USA_Gas_LorinIndustrie25294,NA-USA-RM
Generator,Node,Nodes,USA_Gas_LosAngelesRef25297,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LosEsterosCri25298,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LosMedanosEne25300,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LostHillsCoge25309,NA-USA-CA
Generator,Node,Nodes,USA_Gas_LostPines1Po25313,NA-USA-ER
Generator,Node,Nodes,USA_Gas_LouisaGenerati25316,NA-USA-SV
Generator,Node,Nodes,USA_Gas_Louisiana125317,NA-USA-SA
Generator,Node,Nodes,USA_Gas_Louisiana225318,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LouisianaSugar25319,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LouisianaTech25320,NA-USA-SA
Generator,Node,Nodes,USA_Gas_LowerMountBet25332,NA-USA-RE
