# File: EIA_860_generators_existing_2015.csv
# Title: EIA Form 860 capacity data for year 2015 - copied from file Generators2015
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: icncci
# ----------
Plant.Code,Prime.Mover,Nameplate.MW,Energy.Source.1,Sector.Name,Operating.Year
3595,HY,18.3,WAT,Electric Utility,1938
3595,HY,18.3,WAT,Electric Utility,1950
3597,HY,27,WAT,Electric Utility,1951
3597,HY,27,WAT,Electric Utility,1951
3598,HY,15,WAT,Electric Utility,1938
3599,HY,19.8,WAT,Electric Utility,1951
3599,HY,19.8,WAT,Electric Utility,1951
3600,HY,36,WAT,Electric Utility,1941
3600,HY,36,WAT,Electric Utility,1941
3600,HY,36,WAT,Electric Utility,1941
3601,ST,136,NG,Electric Utility,1965
3601,ST,136,NG,Electric Utility,1968
3601,ST,351,NG,Electric Utility,1972
3602,ST,44,NG,Electric Utility,1965
3602,ST,53.6,NG,Electric Utility,1978
3602,GT,18.5,NG,Electric Utility,1971
3602,GT,22,NG,Electric Utility,1974
3604,ST,11.5,NG,Electric Utility,1952
3604,ST,11.5,NG,Electric Utility,1953
3604,CA,22,NG,Electric Utility,1957
3604,CA,22,NG,Electric Utility,1959
3604,CT,40,NG,Electric Utility,2000
3609,GT,57.4,NG,Electric Utility,2004
3609,GT,57.4,NG,Electric Utility,2004
3609,GT,57.4,NG,Electric Utility,2004
3609,GT,57.4,NG,Electric Utility,2004
3611,ST,446,NG,Electric Utility,1972
3611,ST,446,NG,Electric Utility,1974
3612,ST,225,NG,Electric Utility,1966
3612,ST,252,NG,Electric Utility,1968
3612,ST,417,NG,Electric Utility,1970
3612,GT,61,NG,Electric Utility,2010
3612,GT,61,NG,Electric Utility,2010
3612,GT,61,NG,Electric Utility,2010
3612,GT,61,NG,Electric Utility,2010
3624,IC,0.3,DFO,Electric Utility,1940
3624,IC,0.3,DFO,Electric Utility,1940
3624,IC,0.3,DFO,Electric Utility,1940
3624,IC,0.8,DFO,Electric Utility,1945
3624,IC,1.4,DFO,Electric Utility,1948
3624,IC,1.3,DFO,Electric Utility,1953
3624,IC,1.3,DFO,Electric Utility,1953
3628,ST,66,NG,Electric Utility,1968
3628,ST,100,NG,Electric Utility,1972
3628,ST,200,NG,Electric Utility,1975
3628,GT,118.8,NG,Electric Utility,1994
3628,GT,118.8,NG,Electric Utility,1994
3630,ST,22,NG,Electric Utility,1961
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,ST,22,NG,Electric Utility,1961
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,ST,22,NG,Electric Utility,1961
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3630,IC,8.4,NG,Electric Utility,2010
3631,GT,11.2,NG,Electric Utility,1963
3631,CA,42,NG,Electric Utility,2003
3631,GT,11.2,NG,Electric Utility,1963
3631,IC,1.6,DFO,Electric Utility,1991
3631,IC,1.6,DFO,Electric Utility,1991
3631,CT,49.2,NG,Electric Utility,2003
3631,CT,49.2,NG,Electric Utility,2003
3631,CT,49.2,NG,Electric Utility,2003
3643,HY,1.3,WAT,Electric Utility,1907
3643,HY,1.2,WAT,Electric Utility,1907
3646,HY,15,WAT,Electric Utility,1927
3646,HY,15,WAT,Electric Utility,1927
3648,ST,70.5,NG,Electric Utility,1951
3648,ST,75,NG,Electric Utility,1952
3648,ST,133.6,NG,Electric Utility,1955
3648,GT,71,NG,Electric Utility,2002
3648,GT,71,NG,Electric Utility,2002
3648,GT,71,NG,Electric Utility,2002
3651,HY,2,WAT,Electric Utility,1896
3655,HY,2.4,WAT,Electric Utility,1910
3655,HY,2.4,WAT,Electric Utility,1910
3655,HY,5.5,WAT,Electric Utility,1922
3656,HY,2.5,WAT,Electric Utility,1910
3656,HY,2.5,WAT,Electric Utility,1910
3658,HY,0.6,WAT,Electric Utility,1910
3658,HY,0.6,WAT,Electric Utility,1910
3659,HY,1,WAT,Electric Utility,1912
3661,HY,3.8,WAT,Electric Utility,1911
3665,GT,5.2,NG,Electric Utility,2001
3665,GT,12.6,NG,Electric Utility,2012
3665,GT,12.6,NG,Electric Utility,2012
3666,HY,0.6,WAT,Electric Utility,1921
3666,HY,0.6,WAT,Electric Utility,1921
3666,HY,0.6,WAT,Electric Utility,1964
3675,HY,0.7,WAT,Electric Utility,1925
3675,HY,0.7,WAT,Electric Utility,1925
3676,HY,0.6,WAT,Electric Utility,1939
3676,HY,1,WAT,Electric Utility,1988
3686,ST,7.5,NG,Electric Utility,1949
3686,IC,2.5,NG,Electric Utility,1980
3686,IC,2.5,NG,Electric Utility,1980
3686,IC,2.5,NG,Electric Utility,1980
3686,IC,2.5,NG,Electric Utility,1980
3688,HY,1,WAT,Electric Utility,1988
3691,HY,1.7,WAT,Electric Utility,1983
3691,HY,1.7,WAT,Electric Utility,1983
3691,HY,0.2,WAT,Electric Utility,1937
3697,HY,2,WAT,Electric Utility,1958
3697,HY,2,WAT,Electric Utility,1958
3698,HY,1.9,WAT,Electric Utility,1958
3699,HY,1.4,WAT,Electric Utility,1958
3699,HY,1.4,WAT,Electric Utility,1958
3699,HY,1.4,WAT,Electric Utility,1961
3704,HY,0.6,WAT,Electric Utility,1920
3704,HY,0.6,WAT,Electric Utility,1940
3708,GT,13.2,DFO,Electric Utility,1961
3709,HY,1,WAT,Electric Utility,1982
3709,HY,0.5,WAT,Electric Utility,1982
3710,HY,0.6,WAT,Electric Utility,1907
3710,HY,0.6,WAT,Electric Utility,1907
3710,HY,0.5,WAT,Electric Utility,1907
3711,HY,3,WAT,Electric Utility,1937
3712,HY,1.4,WAT,Electric Utility,1919
3712,HY,2.1,WAT,Electric Utility,1919
3714,HY,1,WAT,Electric Utility,1920
3714,HY,1,WAT,Electric Utility,1920
3716,HY,0.8,WAT,Electric Utility,1917
3716,HY,0.8,WAT,Electric Utility,1917
3716,HY,0.8,WAT,Electric Utility,1917
3717,HY,3.7,WAT,Electric Utility,1929
3717,HY,3.7,WAT,Electric Utility,1929
3720,HY,6.3,WAT,Electric Utility,1948
3722,HY,1.3,WAT,Electric Utility,1914
3722,HY,1.3,WAT,Electric Utility,1914
3722,HY,1,WAT,Electric Utility,1914
3723,GT,13.2,DFO,Electric Utility,1962
3724,HY,1.3,WAT,Electric Utility,1917
3725,HY,2.2,WAT,Electric Utility,1917
3728,HY,3,WAT,Electric Utility,1951
3731,HY,1.7,WAT,IPP Non-CHP,1940
3731,HY,1.7,WAT,IPP Non-CHP,1944
3731,HY,0.6,WAT,IPP Non-CHP,1936
3734,GT,41.8,KER,Electric Utility,1972
3735,GT,18,DFO,Electric Utility,1965
3737,HY,1.8,WAT,Electric Utility,1917
3737,HY,1.8,WAT,Electric Utility,1917
3737,HY,1.8,WAT,Electric Utility,1917
3737,HY,1.8,WAT,Electric Utility,1917
3737,HY,0.8,WAT,Electric Utility,2008
3737,IC,2,DFO,Electric Utility,2007
3737,IC,2,DFO,Electric Utility,2007
3737,IC,2,DFO,Electric Utility,2007
3737,IC,2,DFO,Electric Utility,2007
3739,HY,5,WAT,Electric Utility,1927
3740,HY,1.6,WAT,Electric Utility,1928
3740,HY,1.6,WAT,Electric Utility,1928
3743,HY,1,WAT,Electric Utility,1917
3745,HY,13.6,WAT,IPP Non-CHP,1928
3745,HY,13.6,WAT,IPP Non-CHP,1928
3745,HY,13.6,WAT,IPP Non-CHP,1928
3746,HY,11.2,WAT,IPP Non-CHP,1924
3746,HY,11.2,WAT,IPP Non-CHP,1924
3746,HY,11.2,WAT,IPP Non-CHP,1924
3750,HY,1.1,WAT,Electric Utility,1927
3753,HY,0.7,WAT,Electric Utility,1931
3753,HY,0.7,WAT,Electric Utility,1948
3753,IC,1.4,DFO,Electric Utility,1956
3753,IC,1.4,DFO,Electric Utility,1956
3754,GT,25.5,DFO,Electric Utility,1971
3762,HY,0.3,WAT,Electric Utility,1915
3762,HY,0.3,WAT,Electric Utility,1915
3762,HY,1.3,WAT,Electric Utility,1979
3764,HY,0.6,WAT,Electric Utility,1924
3764,HY,1.2,WAT,Electric Utility,1924
3765,HY,0.8,WAT,Electric Utility,1914
3765,HY,0.8,WAT,Electric Utility,1947
3772,HY,2.8,WAT,Electric Utility,1912
3772,HY,2.8,WAT,Electric Utility,1912
3772,HY,2.8,WAT,Electric Utility,1912
3773,HY,5.4,WAT,Electric Utility,1912
3773,HY,5.4,WAT,Electric Utility,1912
3773,HY,5.4,WAT,Electric Utility,1912
3773,HY,5.4,WAT,Electric Utility,1912
3774,HY,18.7,WAT,Electric Utility,1939
3774,HY,18.7,WAT,Electric Utility,1939
3774,HY,18.7,WAT,Electric Utility,1939
3774,HY,18.7,WAT,Electric Utility,1939
3775,ST,237.5,BIT,Electric Utility,1958
3775,ST,237.5,BIT,Electric Utility,1958
3777,HY,20,WAT,Electric Utility,1964
3777,HY,20,WAT,Electric Utility,1964
3778,HY,2.4,WAT,Electric Utility,1954
3778,HY,1.2,WAT,Electric Utility,1954
3779,HY,2.5,WAT,Electric Utility,1903
3779,HY,2.5,WAT,Electric Utility,1903
3779,HY,2.5,WAT,Electric Utility,1903
3779,HY,2.5,WAT,Electric Utility,1903
3779,HY,2.5,WAT,Electric Utility,1903
3780,PS,66,WAT,Electric Utility,1965
3780,HY,150.1,WAT,Electric Utility,1965
3780,PS,115.3,WAT,Electric Utility,1980
3780,HY,150.1,WAT,Electric Utility,1966
3780,PS,66,WAT,Electric Utility,1966
3782,IC,2,DFO,IPP Non-CHP,1963
3782,IC,2,DFO,IPP Non-CHP,1963
3782,IC,2,DFO,IPP Non-CHP,1963
3782,IC,2,DFO,IPP Non-CHP,1963
3782,IC,2,DFO,IPP Non-CHP,1963
3782,IC,2,DFO,IPP Non-CHP,1963
3785,GT,27,DFO,IPP Non-CHP,1972
3789,HY,0.6,WAT,IPP Non-CHP,1927
3789,HY,0.4,WAT,IPP Non-CHP,1927
3789,HY,0.6,WAT,IPP Non-CHP,1927
3790,HY,0.4,WAT,IPP Non-CHP,1923
3790,HY,0.4,WAT,IPP Non-CHP,1923
3790,HY,0.6,WAT,IPP Non-CHP,1923
3796,ST,69,NG,Electric Utility,1950
3796,ST,185.2,NG,Electric Utility,1958
3797,ST,112.5,BIT,Electric Utility,1952
3797,ST,187.5,BIT,Electric Utility,1960
3797,ST,359,BIT,Electric Utility,1964
3797,ST,693.9,BIT,Electric Utility,1969
3797,CT,145,NG,Electric Utility,1990
3797,CT,148,NG,Electric Utility,1992
3797,CA,74.4,NG,Electric Utility,1990
3797,CA,79.2,NG,Electric Utility,1992
3798,HY,1.5,WAT,Electric Utility,1930
3798,HY,1.5,WAT,Electric Utility,1930
3798,HY,1.5,WAT,Electric Utility,1930
3798,HY,1.5,WAT,Electric Utility,1930
3798,HY,1.5,WAT,Electric Utility,1930
3799,GT,20.7,DFO,Electric Utility,1971
3799,GT,20.7,DFO,Electric Utility,1971
3799,GT,20.7,DFO,Electric Utility,1971
3799,GT,20.7,DFO,Electric Utility,1971
3800,GT,20.7,DFO,Electric Utility,1971
3800,GT,20.7,DFO,Electric Utility,1971
3800,GT,20.7,DFO,Electric Utility,1971
3800,GT,20.7,DFO,Electric Utility,1971
3803,GT,16.3,DFO,Electric Utility,1969
3803,GT,18.5,DFO,Electric Utility,1967
3803,GT,16.3,DFO,Electric Utility,1969
3803,GT,16.3,DFO,Electric Utility,1969
3804,ST,113.6,NG,Electric Utility,1955
3804,ST,239.3,NG,Electric Utility,1962
3804,ST,882,RFO,Electric Utility,1975
3804,CT,174,NG,Electric Utility,2003
3804,CT,174,NG,Electric Utility,2003
3804,CA,265,NG,Electric Utility,2003
3804,GT,16,DFO,Electric Utility,1968
3804,GT,16,DFO,Electric Utility,1968
3804,GT,16,DFO,Electric Utility,1968
3804,GT,16,DFO,Electric Utility,1968
3804,GT,16,DFO,Electric Utility,1968
3804,GT,16,DFO,Electric Utility,1968
3806,ST,847.5,NUC,Electric Utility,1972
3806,ST,847.5,NUC,Electric Utility,1973
3809,ST,187.5,BIT,Electric Utility,1957
3809,ST,187.5,BIT,Electric Utility,1959
3809,ST,882,RFO,Electric Utility,1974
3821,HY,2.5,WAT,Electric Utility,1987
3821,HY,2.5,WAT,Electric Utility,1987
3823,IC,1.5,DFO,Electric Utility,1997
3825,HY,3.7,WAT,Electric Utility,1938
3825,HY,3.7,WAT,Electric Utility,1938
3825,HY,3.7,WAT,Electric Utility,1938
3826,HY,0.3,WAT,Electric Utility,1932
3826,HY,1,WAT,Electric Utility,1932
3827,HY,1,WAT,Electric Utility,1934
3833,HY,13.8,WAT,Electric Utility,1952
3833,HY,46.8,WAT,Electric Utility,1952
3833,HY,46.8,WAT,Electric Utility,1953
3833,HY,46.8,WAT,Electric Utility,1953
3833,HY,46.8,WAT,Electric Utility,1953
3833,HY,46.8,WAT,Electric Utility,1953
3833,HY,46.8,WAT,Electric Utility,1953
3833,HY,1.1,WAT,Electric Utility,2008
3833,HY,1.1,WAT,Electric Utility,2008
3834,HY,6.7,WAT,Electric Utility,1953
3834,HY,6.7,WAT,Electric Utility,1953
3834,HY,0.6,WAT,Electric Utility,1953
3845,ST,729.9,SUB,IPP Non-CHP,1972
3845,ST,729.9,SUB,IPP Non-CHP,1973
3847,HY,45,WAT,Electric Utility,1932
3847,HY,45,WAT,Electric Utility,1949
3847,HY,45,WAT,Electric Utility,1958
3847,HY,1,WAT,Electric Utility,1931
3850,HY,80,WAT,Electric Utility,1958
3850,HY,80,WAT,Electric Utility,1958
3850,HY,80,WAT,Electric Utility,1958
3852,HY,67,WAT,Electric Utility,1953
3852,HY,67,WAT,Electric Utility,1953
3853,IC,2.7,DFO,Electric Utility,1969
3854,HY,5.1,WAT,IPP Non-CHP,1904
3854,HY,5.1,WAT,IPP Non-CHP,1904
3854,HY,5.1,WAT,IPP Non-CHP,1904
3854,HY,7.5,WAT,IPP Non-CHP,1929
3855,HY,80.8,WAT,Electric Utility,1960
3855,HY,30.4,WAT,Electric Utility,2013
3860,HY,1.5,WAT,Electric Utility,1898
3860,HY,1.8,WAT,Electric Utility,1898
3860,HY,1.5,WAT,Electric Utility,1898
3860,HY,1.5,WAT,Electric Utility,1898
3860,HY,6.8,WAT,Electric Utility,2013
3861,HY,52.4,WAT,Electric Utility,1959
3861,HY,52.4,WAT,Electric Utility,1959
3866,HY,8,WAT,Electric Utility,1910
3866,HY,8,WAT,Electric Utility,1910
3866,HY,8,WAT,Electric Utility,1910
3866,HY,8,WAT,Electric Utility,1911
3867,HY,17.5,WAT,Electric Utility,1915
3867,HY,17.5,WAT,Electric Utility,1915
3867,HY,17.5,WAT,Electric Utility,1919
3867,HY,17.5,WAT,Electric Utility,1924
3868,HY,0.9,WAT,IPP Non-CHP,1915
3868,HY,0.3,WAT,IPP Non-CHP,1915
3869,HY,3.3,WAT,Electric Utility,1910
3869,HY,3.1,WAT,Electric Utility,1908
3869,HY,10,WAT,Electric Utility,1994
3869,HY,10,WAT,Electric Utility,1994
3878,HY,3,WAT,Electric Utility,1930
3878,HY,3,WAT,Electric Utility,1930
3878,HY,6,WAT,Electric Utility,1955
3883,HY,114,WAT,Electric Utility,1961
3883,HY,125.4,WAT,Electric Utility,1974
3883,HY,125.4,WAT,Electric Utility,1974
3883,HY,114,WAT,Electric Utility,1961
3883,HY,114,WAT,Electric Utility,1961
3883,HY,114,WAT,Electric Utility,1961
3883,HY,114,WAT,Electric Utility,1961
3883,HY,114,WAT,Electric Utility,1961
3883,HY,114,WAT,Electric Utility,1961
3883,HY,125.4,WAT,Electric Utility,1973
3883,HY,125.4,WAT,Electric Utility,1973
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1969
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1967
3886,HY,77.4,WAT,Electric Utility,1968
3886,HY,77.4,WAT,Electric Utility,1969
3887,HY,95,WAT,Electric Utility,1961
3887,HY,95,WAT,Electric Utility,1959
3887,HY,97.8,WAT,Electric Utility,1961
3887,HY,95,WAT,Electric Utility,1960
3887,HY,95,WAT,Electric Utility,1960
3887,HY,95,WAT,Electric Utility,1960
3887,HY,95,WAT,Electric Utility,1960
3887,HY,95,WAT,Electric Utility,1960
3887,HY,95,WAT,Electric Utility,1959
3887,HY,97.8,WAT,Electric Utility,1959
3888,HY,122,WAT,Electric Utility,2014
3888,HY,122,WAT,Electric Utility,2013
3888,HY,122,WAT,Electric Utility,2012
3888,HY,103.8,WAT,Electric Utility,1963
3888,HY,103.8,WAT,Electric Utility,1963
3888,HY,122,WAT,Electric Utility,2012
3888,HY,122,WAT,Electric Utility,2011
3888,HY,103.8,WAT,Electric Utility,1963
3888,HY,122,WAT,Electric Utility,2015
3891,HY,22.5,WAT,Electric Utility,1955
3891,HY,22.5,WAT,Electric Utility,1955
3891,HY,22.5,WAT,Electric Utility,1955
3891,HY,22.5,WAT,Electric Utility,1955
3895,HY,78,WAT,Electric Utility,1957
3895,HY,78,WAT,Electric Utility,1959
3895,HY,78,WAT,Electric Utility,1960
3895,HY,78,WAT,Electric Utility,1960
3895,HY,78,WAT,Electric Utility,1960
3895,HY,78,WAT,Electric Utility,1960
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,78,WAT,Electric Utility,1957
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,86,WAT,Electric Utility,1973
3895,HY,78,WAT,Electric Utility,1958
3895,HY,78,WAT,Electric Utility,1958
3895,HY,89.7,WAT,Electric Utility,1958
3895,HY,78,WAT,Electric Utility,1958
3895,HY,78,WAT,Electric Utility,1959
3895,HY,78,WAT,Electric Utility,1959
3895,HY,78,WAT,Electric Utility,1959
3895,HY,14,WAT,Electric Utility,1957
3895,HY,14,WAT,Electric Utility,1957
3913,HY,25,WAT,Electric Utility,1947
3913,HY,25,WAT,Electric Utility,1945
3914,HY,21.6,WAT,Electric Utility,1926
3914,HY,21.6,WAT,Electric Utility,1926
3915,HY,27,WAT,Electric Utility,1930
3915,HY,27,WAT,Electric Utility,1931
3915,HY,27,WAT,Electric Utility,1952
3915,HY,1.8,WAT,Electric Utility,2013
3915,HY,1.8,WAT,Electric Utility,2013
3916,HY,6,WAT,Electric Utility,1912
3916,HY,6,WAT,Electric Utility,1912
3916,HY,6,WAT,Electric Utility,1912
3916,HY,6,WAT,Electric Utility,1912
3916,HY,40,WAT,Electric Utility,1945
3917,HY,40.5,WAT,Electric Utility,1983
3917,HY,40.5,WAT,Electric Utility,1963
3917,HY,40.5,WAT,Electric Utility,1963
3917,HY,40.5,WAT,Electric Utility,1963
3918,HY,150,WAT,Electric Utility,1968
3918,HY,150,WAT,Electric Utility,1968
3921,HY,88.2,WAT,Electric Utility,1958
3921,HY,88.2,WAT,Electric Utility,1955
3921,HY,88.2,WAT,Electric Utility,1955
3921,HY,88.2,WAT,Electric Utility,1955
3921,HY,88.2,WAT,Electric Utility,1957
3921,HY,88.2,WAT,Electric Utility,1957
3921,HY,88.2,WAT,Electric Utility,1957
3921,HY,88.2,WAT,Electric Utility,1957
3921,HY,95,WAT,Electric Utility,1977
3921,HY,95,WAT,Electric Utility,1977
3921,HY,95,WAT,Electric Utility,1977
3921,HY,88.2,WAT,Electric Utility,1958
3921,HY,95,WAT,Electric Utility,1978
3921,HY,95,WAT,Electric Utility,1978
3921,HY,95,WAT,Electric Utility,1978
3921,HY,95,WAT,Electric Utility,1978
3921,HY,95,WAT,Electric Utility,1979
3921,HY,95,WAT,Electric Utility,1979
3921,HY,95,WAT,Electric Utility,1979
3921,HY,95,WAT,Electric Utility,1979
3921,HY,88.2,WAT,Electric Utility,1958
3921,HY,88.2,WAT,Electric Utility,1958
3921,HY,88.2,WAT,Electric Utility,1957
3921,HY,88.2,WAT,Electric Utility,1956
3921,HY,88.2,WAT,Electric Utility,1956
3921,HY,88.2,WAT,Electric Utility,1956
3921,HY,88.2,WAT,Electric Utility,1955
3925,HY,90,WAT,Electric Utility,1962
3925,HY,90,WAT,Electric Utility,1962
3925,HY,90,WAT,Electric Utility,1962
3925,HY,111,WAT,Electric Utility,1975
3925,HY,111,WAT,Electric Utility,1975
3925,HY,111,WAT,Electric Utility,1976
3926,HY,135,WAT,Electric Utility,1970
3926,HY,135,WAT,Electric Utility,1970
3926,HY,135,WAT,Electric Utility,1971
3926,HY,135,WAT,Electric Utility,1978
3926,HY,135,WAT,Electric Utility,1978
3926,HY,135,WAT,Electric Utility,1978
3927,HY,135,WAT,Electric Utility,1969
3927,HY,135,WAT,Electric Utility,1969
3927,HY,135,WAT,Electric Utility,1970
3927,HY,135,WAT,Electric Utility,1979
3927,HY,135,WAT,Electric Utility,1979
3927,HY,135,WAT,Electric Utility,1979
3929,HY,27.5,WAT,Electric Utility,1964
3935,ST,816.3,BIT,Electric Utility,1971
3935,ST,816.3,BIT,Electric Utility,1972
3935,ST,1300,BIT,Electric Utility,1973
3936,ST,219.6,BIT,Electric Utility,1953
3936,ST,219.6,BIT,Electric Utility,1953
3943,ST,576,BIT,Electric Utility,1967
3943,ST,576,BIT,Electric Utility,1968
3944,ST,684,BIT,Electric Utility,1972
3944,ST,684,BIT,Electric Utility,1973
3944,ST,684,BIT,Electric Utility,1974
3948,ST,816.3,BIT,Electric Utility,1971
3948,ST,816.3,BIT,Electric Utility,1971
3954,ST,570.2,BIT,Electric Utility,1965
3954,ST,570.2,BIT,Electric Utility,1966
3954,ST,522,BIT,Electric Utility,1973
3954,GT,18.5,JF,Electric Utility,1967
3971,HY,1.4,WAT,Electric Utility,1921
3971,HY,1.4,WAT,Electric Utility,1921
3971,HY,0.4,WAT,Electric Utility,1916
3971,HY,0.4,WAT,Electric Utility,1896
3971,HY,0.4,WAT,Electric Utility,1896
3971,HY,0.4,WAT,Electric Utility,1896
3971,HY,0.4,WAT,Electric Utility,1896
3971,HY,0.8,WAT,Electric Utility,1896
3972,HY,1.2,WAT,Electric Utility,1942
3972,HY,2,WAT,Electric Utility,1942
3972,HY,2,WAT,Electric Utility,1942
3972,HY,2,WAT,Electric Utility,1942
3973,HY,0.8,WAT,Electric Utility,1918
3973,HY,0.8,WAT,Electric Utility,1918
3973,HY,0.8,WAT,Electric Utility,1918
3973,HY,0.8,WAT,Electric Utility,1918
3973,HY,0.8,WAT,Electric Utility,1918
3973,HY,0.8,WAT,Electric Utility,1918
3974,HY,2.3,WAT,Electric Utility,1920
3974,HY,0.6,WAT,Electric Utility,1903
3974,HY,2.3,WAT,Electric Utility,1920
3974,HY,0.6,WAT,Electric Utility,1903
3974,HY,0.6,WAT,Electric Utility,1903
3974,HY,0.6,WAT,Electric Utility,1903
3974,HY,0.3,WAT,Electric Utility,1903
3974,HY,0.6,WAT,Electric Utility,1903
3974,HY,0.3,WAT,Electric Utility,1903
3974,HY,0.6,WAT,Electric Utility,1903
3975,HY,1.2,WAT,Electric Utility,1963
3975,HY,0.3,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.5,WAT,Electric Utility,1891
3975,HY,0.3,WAT,Electric Utility,1891
3975,HY,0.3,WAT,Electric Utility,1891
3976,IC,0.7,DFO,Electric Utility,1955
3976,IC,0.7,DFO,Electric Utility,1949
3976,IC,2.8,DFO,Electric Utility,2001
3976,IC,2.8,DFO,Electric Utility,2001
3982,ST,20,WDS,Electric Utility,1949
3982,ST,20,WDS,Electric Utility,1952
3982,ST,27.2,NG,Electric Utility,1957
3983,HY,2.6,WAT,Electric Utility,1922
3983,HY,2.6,WAT,Electric Utility,1922
3983,HY,2.5,WAT,Electric Utility,1993
3984,GT,16.3,NG,Electric Utility,1969
3986,HY,0.9,WAT,Electric Utility,1940
3986,HY,0.9,WAT,Electric Utility,1940
3986,HY,1.6,WAT,Electric Utility,1983
3988,HY,0.7,WAT,Electric Utility,1927
3988,HY,0.7,WAT,Electric Utility,1929
3989,HY,0.5,WAT,Electric Utility,1907
3989,HY,0.5,WAT,Electric Utility,1907
3991,GT,28.8,NG,Electric Utility,1973
3991,GT,28.8,NG,Electric Utility,1973
3992,ST,50,NG,Electric Utility,1957
3992,ST,50,NG,Electric Utility,1961
3993,GT,18,NG,Electric Utility,1967
3993,GT,23.6,NG,Electric Utility,1971
3995,HY,0.6,WAT,IPP Non-CHP,1971
3995,HY,0.6,WAT,IPP Non-CHP,1971
3995,HY,0.2,WAT,IPP Non-CHP,1973
3998,HY,2,WAT,Electric Utility,1915
3998,HY,2,WAT,Electric Utility,1911
3998,HY,2,WAT,Electric Utility,1910
4000,HY,3.6,WAT,Electric Utility,1928
4000,HY,3.6,WAT,Electric Utility,1928
4000,HY,3.6,WAT,Electric Utility,1928
4000,HY,3.6,WAT,Electric Utility,1928
4000,HY,3.6,WAT,Electric Utility,1928
4000,HY,3.6,WAT,Electric Utility,1928
4002,HY,2.9,WAT,Electric Utility,1923
4002,HY,2.6,WAT,Electric Utility,1924
4002,HY,2.6,WAT,Electric Utility,1924
4002,HY,2.6,WAT,Electric Utility,1924
4002,HY,1.6,WAT,Electric Utility,1924
4005,ST,15.2,WDS,Electric Utility,1940
4005,ST,15.2,WDS,Electric Utility,1948
4005,GT,78.8,DFO,Electric Utility,1974
4005,GT,78.8,DFO,Electric Utility,1974
4007,HY,11.3,WAT,Electric Utility,1950
4007,HY,11.3,WAT,Electric Utility,1950
4007,HY,11.3,WAT,Electric Utility,1950
4008,HY,29.6,WAT,Electric Utility,1988
4008,HY,29.6,WAT,Electric Utility,1988
4008,HY,0.6,WAT,Electric Utility,1988
4009,HY,2.7,WAT,Electric Utility,1958
4009,HY,2.7,WAT,Electric Utility,1958
4011,HY,2.5,WAT,Electric Utility,1917
4011,HY,2.5,WAT,Electric Utility,1917
4011,HY,2.5,WAT,Electric Utility,1917
4011,HY,2.5,WAT,Electric Utility,1917
4011,HY,3.4,WAT,Electric Utility,1910
4011,HY,3.4,WAT,Electric Utility,1910
4011,HY,3.2,WAT,Electric Utility,1923
4011,HY,3.2,WAT,Electric Utility,1923
4012,HY,0.7,WAT,Electric Utility,1927
4012,HY,0.5,WAT,Electric Utility,1927
4014,GT,48.5,NG,Electric Utility,1973
4014,GT,48.5,NG,Electric Utility,1973
4014,GT,48.5,NG,Electric Utility,1973
4014,GT,48.5,NG,Electric Utility,1973
4014,GT,53.1,DFO,Electric Utility,1973
