# File: EIA_860_generators_existing_2015.csv
# Title: EIA Form 860 capacity data for year 2015 - copied from file Generators2015
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: icncci
# ----------
Plant.Code,Prime.Mover,Nameplate.MW,Energy.Source.1,Sector.Name,Operating.Year
49,HY,35.1,WAT,Electric Utility,1941
49,HY,35.1,WAT,Electric Utility,1941
49,HY,35.1,WAT,Electric Utility,1948
49,HY,35.1,WAT,Electric Utility,1949
49,HY,35.1,WAT,Electric Utility,1949
49,HY,35.1,WAT,Electric Utility,1950
49,HY,43.6,WAT,Electric Utility,1962
51,ST,720.7,LIG,Electric Utility,1986
53,HY,1.2,WAT,Electric Utility,1926
53,HY,1.8,WAT,Electric Utility,1985
54,GT,149,NG,Electric Utility,1999
54,GT,98,NG,Electric Utility,2010
54,GT,149,NG,Electric Utility,1999
54,GT,149,NG,Electric Utility,1999
54,GT,108,NG,Electric Utility,2001
54,GT,108,NG,Electric Utility,2001
54,GT,98,NG,Electric Utility,2005
54,GT,98,NG,Electric Utility,2005
54,GT,98,NG,Electric Utility,2010
55,HY,1.6,WAT,Electric Utility,1925
55,HY,1.6,WAT,Electric Utility,1925
55,HY,2,WAT,Electric Utility,1949
56,ST,66,BIT,Electric Utility,1969
56,ST,236,BIT,Electric Utility,1978
56,ST,236,BIT,Electric Utility,1980
59,ST,109.8,SUB,Electric Utility,1982
60,ST,76.3,SUB,Electric Utility,1981
60,ST,248,SUB,Electric Utility,2011
62,HY,1.8,WAT,Electric Utility,1915
62,HY,2.2,WAT,Electric Utility,1915
63,HY,0.8,WAT,Electric Utility,1951
63,HY,0.4,WAT,Electric Utility,1914
63,HY,0.4,WAT,Electric Utility,1914
63,IC,1.2,DFO,Electric Utility,1952
63,IC,1.2,DFO,Electric Utility,1954
63,IC,1.1,DFO,Electric Utility,1961
63,IC,3.5,DFO,Electric Utility,1963
63,IC,1.1,DFO,Electric Utility,1966
64,IC,2.5,DFO,Electric Utility,1969
64,IC,2.6,DFO,Electric Utility,1969
64,IC,2.6,DFO,Electric Utility,1974
64,GT,18.6,DFO,Electric Utility,1980
64,GT,18.6,DFO,Electric Utility,1983
64,IC,2.8,DFO,Electric Utility,1983
64,IC,2.8,DFO,Electric Utility,1984
64,IC,2.8,DFO,Electric Utility,1984
64,IC,2.8,DFO,Electric Utility,1984
64,IC,2.8,DFO,Electric Utility,1985
64,IC,2.8,DFO,Electric Utility,1985
65,HY,8.5,WAT,Electric Utility,1984
66,HY,0.4,WAT,Electric Utility,1957
66,HY,0.1,WAT,Electric Utility,1909
66,HY,0.3,WAT,Electric Utility,1981
66,HY,0.2,WAT,Electric Utility,1987
66,IC,0.8,DFO,Electric Utility,1986
66,IC,1.1,DFO,Electric Utility,1996
66,IC,0.5,DFO,Electric Utility,1991
66,IC,1,DFO,Electric Utility,2009
69,IC,1.2,DFO,Electric Utility,1991
69,IC,0.6,DFO,Electric Utility,1968
69,IC,2.8,DFO,Electric Utility,1995
69,IC,1.6,DFO,Electric Utility,1996
70,HY,11.2,WAT,Electric Utility,1984
70,HY,11.2,WAT,Electric Utility,1984
71,HY,11.2,WAT,Electric Utility,1984
71,HY,11.2,WAT,Electric Utility,1984
71,HY,11.2,WAT,Electric Utility,2014
72,HY,10.1,WAT,Electric Utility,1982
75,GT,12.5,NG,Electric Utility,1962
75,GT,12.5,NG,Electric Utility,1962
75,GT,48.9,NG,Electric Utility,2007
75,GT,27,NG,Electric Utility,1972
75,IC,2,DFO,Electric Utility,2012
77,HY,22.2,WAT,Electric Utility,1955
77,HY,22.2,WAT,Electric Utility,1955
78,HY,23.6,WAT,Electric Utility,1973
78,HY,23.6,WAT,Electric Utility,1973
78,HY,31,WAT,Electric Utility,1990
79,ST,5,SUB,IPP CHP,1952
79,ST,2.5,SUB,IPP CHP,1952
79,ST,20,SUB,IPP CHP,1975
84,HY,1.4,WAT,Electric Utility,1952
84,HY,1.4,WAT,Electric Utility,1938
84,HY,1.4,WAT,Electric Utility,1954
85,IC,4.5,DFO,Electric Utility,1969
85,IC,4.5,DFO,Electric Utility,1970
85,IC,6.4,DFO,Electric Utility,1976
85,IC,10.5,DFO,Electric Utility,1998
87,ST,257,SUB,Electric Utility,1984
88,HY,2.3,WAT,Electric Utility,1982
88,HY,2.3,WAT,Electric Utility,1982
90,IC,3.8,DFO,Electric Utility,1991
90,IC,2,DFO,Electric Utility,1999
90,IC,5.2,DFO,Electric Utility,2007
90,IC,5.2,DFO,Electric Utility,2007
90,IC,0.4,DFO,Electric Utility,2013
90,WT,0.8,WND,Electric Utility,2015
90,WT,0.9,WND,Electric Utility,2013
90,WT,0.9,WND,Electric Utility,2013
91,HY,1.6,WAT,Electric Utility,1954
91,IC,2.6,DFO,Electric Utility,1972
91,IC,0.3,DFO,Electric Utility,1972
91,IC,1.2,DFO,Electric Utility,1965
91,IC,0.6,DFO,Electric Utility,1979
91,IC,0.8,DFO,Electric Utility,1979
91,IC,2.6,DFO,Electric Utility,1993
91,IC,2.6,DFO,Electric Utility,2001
91,IC,2.5,DFO,Electric Utility,2012
92,IC,2.5,DFO,Electric Utility,1975
92,IC,2.5,DFO,Electric Utility,1986
92,IC,2.5,DFO,Electric Utility,1985
92,IC,2.8,DFO,Electric Utility,2000
92,IC,2.8,DFO,Electric Utility,2010
92,IC,2.5,DFO,Electric Utility,2010
93,HY,5.3,WAT,Electric Utility,2014
93,HY,5.3,WAT,Electric Utility,2014
93,HY,5.3,WAT,Electric Utility,2014
95,IC,2,DFO,Electric Utility,2000
95,IC,2,DFO,Electric Utility,2000
95,IC,2,DFO,Electric Utility,2002
95,IC,2.5,DFO,Electric Utility,1987
96,GT,16,NG,Electric Utility,1968
96,GT,16,NG,Electric Utility,1968
96,GT,59.1,NG,Electric Utility,1972
96,GT,68.3,NG,Electric Utility,1975
96,GT,76.5,NG,Electric Utility,1976
96,GT,76.5,NG,Electric Utility,1978
99,GT,88.9,NG,Electric Utility,1981
99,GT,88.9,NG,Electric Utility,1981
100,HY,1.4,WAT,Electric Utility,1981
104,PS,199.8,WAT,Electric Utility,1987
108,ST,348.7,SUB,Electric Utility,1983
109,IC,1.1,DFO,Electric Utility,1988
109,IC,1,DFO,Electric Utility,2001
109,IC,1,DFO,Electric Utility,2006
109,IC,1,DFO,Electric Utility,2006
109,IC,1,DFO,Electric Utility,2008
109,IC,1,DFO,Electric Utility,2008
109,IC,0.5,DFO,Electric Utility,2009
113,ST,113.6,SUB,Electric Utility,1962
113,ST,312.3,SUB,Electric Utility,1980
113,ST,414,SUB,Electric Utility,1981
114,GT,26.1,DFO,Electric Utility,1972
116,ST,113.6,NG,Electric Utility,1960
116,ST,113.6,NG,Electric Utility,1960
116,GT,53.1,NG,Electric Utility,1972
116,GT,53.1,NG,Electric Utility,1973
116,PV,0.1,SUN,Electric Utility,1998
116,PV,0.1,SUN,Electric Utility,1999
116,PV,0.4,SUN,Electric Utility,1988
117,CS,132,NG,Electric Utility,1976
117,CS,132,NG,Electric Utility,1976
117,CS,132,NG,Electric Utility,1976
117,CT,91,NG,Electric Utility,2001
117,CA,44.6,NG,Electric Utility,2001
117,CT,184.5,NG,Electric Utility,2003
117,CT,184.5,NG,Electric Utility,2003
117,CA,200.6,NG,Electric Utility,2003
117,GT,53.1,NG,Electric Utility,1972
117,GT,53.1,NG,Electric Utility,1973
118,GT,78.3,NG,Electric Utility,2002
118,GT,53.1,NG,Electric Utility,1972
118,GT,53.1,NG,Electric Utility,1973
120,GT,23.6,NG,Electric Utility,1971
120,GT,23.6,NG,Electric Utility,1971
120,GT,25.3,DFO,Electric Utility,1978
120,GT,72.4,NG,Electric Utility,1973
120,GT,72.4,DFO,Electric Utility,1974
120,GT,60.5,NG,Electric Utility,2008
120,GT,60.5,NG,Electric Utility,2008
120,ST,86.7,NG,Electric Utility,1959
124,GT,85,NG,Electric Utility,2001
126,ST,173.3,BIT,Electric Utility,1967
126,GT,27,NG,Electric Utility,1972
126,GT,27,NG,Electric Utility,1972
126,ST,108.8,NG,Electric Utility,1958
126,ST,108.8,NG,Electric Utility,1960
126,ST,113.6,NG,Electric Utility,1962
127,ST,720,SUB,Electric Utility,1986
130,ST,590.9,BIT,Electric Utility,1995
130,ST,556.2,BIT,Electric Utility,1984
130,ST,591,BIT,Electric Utility,2007
130,ST,652,BIT,Electric Utility,2008
136,ST,735.9,BIT,Electric Utility,1984
136,ST,735.9,BIT,Electric Utility,1984
141,ST,113.6,NG,Electric Utility,1958
141,ST,113.6,NG,Electric Utility,1957
141,ST,163.2,NG,Electric Utility,1961
141,GT,80.5,NG,Electric Utility,1975
141,GT,71.2,NG,Electric Utility,1974
141,GT,71.2,NG,Electric Utility,1974
141,PV,0.2,SUN,Electric Utility,2001
143,HY,3,WAT,Electric Utility,1939
145,HY,9.9,WAT,Electric Utility,1927
145,HY,9.9,WAT,Electric Utility,1927
145,HY,9.9,WAT,Electric Utility,1927
145,PS,99.8,WAT,Electric Utility,1972
147,ST,34.5,NG,Electric Utility,1952
147,ST,73.5,NG,Electric Utility,1954
147,GT,53.1,NG,Electric Utility,1971
147,GT,60.3,NG,Electric Utility,1973
147,GT,60.3,NG,Electric Utility,1973
147,CT,170,NG,Electric Utility,2002
147,CA,122,NG,Electric Utility,2002
148,HY,9.2,WAT,Electric Utility,1926
148,PS,54.3,WAT,Electric Utility,1971
149,HY,36,WAT,Electric Utility,1973
150,HY,13,WAT,Electric Utility,1930
151,GT,71.2,DFO,Electric Utility,1980
151,GT,71.2,NG,Electric Utility,1981
152,HY,51.7,WAT,Electric Utility,1951
152,HY,51.7,WAT,Electric Utility,1951
152,HY,48,WAT,Electric Utility,1951
152,HY,51.7,WAT,Electric Utility,1951
152,HY,51.7,WAT,Electric Utility,1951
153,HY,165,WAT,Electric Utility,1964
153,HY,165,WAT,Electric Utility,1964
153,HY,165,WAT,Electric Utility,1964
153,HY,165,WAT,Electric Utility,1965
153,HY,165,WAT,Electric Utility,1965
153,HY,165,WAT,Electric Utility,1965
153,HY,157,WAT,Electric Utility,1966
153,HY,165,WAT,Electric Utility,1966
154,HY,2.4,WAT,Electric Utility,1936
154,HY,130,WAT,Electric Utility,1936
154,HY,130,WAT,Electric Utility,1936
154,HY,130,WAT,Electric Utility,1937
154,HY,130,WAT,Electric Utility,1936
154,HY,130,WAT,Electric Utility,1938
154,HY,130,WAT,Electric Utility,1938
154,HY,127,WAT,Electric Utility,1944
154,HY,130,WAT,Electric Utility,1961
159,HY,1.5,WAT,Electric Utility,1981
160,GT,11.5,NG,Electric Utility,1963
160,GT,20.4,NG,Electric Utility,1972
160,GT,78.7,NG,Electric Utility,1975
160,GT,60.5,NG,Electric Utility,2002
160,ST,81.6,NG,Electric Utility,1964
160,ST,204,SUB,Electric Utility,1979
160,ST,204,SUB,Electric Utility,1979
161,HY,1.1,WAT,Electric Utility,1980
161,HY,1.1,WAT,Electric Utility,1980
161,HY,1.1,WAT,Electric Utility,1980
162,HY,0.5,WAT,Electric Utility,1979
162,HY,0.5,WAT,Electric Utility,1979
165,ST,540,SUB,Electric Utility,1981
165,ST,594,SUB,Electric Utility,1985
166,HY,28,WAT,Electric Utility,1932
166,HY,28,WAT,Electric Utility,1932
170,ST,552.5,NG,Electric Utility,1970
171,GT,19.5,NG,Electric Utility,1970
171,GT,19.5,NG,Electric Utility,1970
172,IC,1.6,DFO,Electric Utility,1999
172,IC,1.6,DFO,Electric Utility,1999
172,IC,1.6,DFO,Electric Utility,1992
174,HY,3,WAT,Electric Utility,1925
174,HY,3,WAT,Electric Utility,1925
174,HY,3,WAT,Electric Utility,1925
180,HY,1,WAT,Electric Utility,1981
182,HY,56,WAT,Electric Utility,1965
182,HY,56,WAT,Electric Utility,1965
187,HY,40,WAT,Electric Utility,1972
187,PS,28,WAT,Electric Utility,1972
188,HY,48,WAT,Electric Utility,1964
188,HY,48,WAT,Electric Utility,1964
193,IC,2,DFO,Electric Utility,1963
193,IC,0.6,DFO,Electric Utility,1952
193,IC,2.2,DFO,Electric Utility,1976
193,IC,1.3,DFO,Electric Utility,1959
193,IC,1.1,DFO,Electric Utility,1955
195,HY,8.5,WAT,Electric Utility,1950
195,HY,8.5,WAT,Electric Utility,1950
195,HY,8.5,WAT,Electric Utility,1969
196,HY,40.2,WAT,Electric Utility,1950
196,HY,40.2,WAT,Electric Utility,1944
197,HY,37.5,WAT,Electric Utility,1955
197,HY,37.5,WAT,Electric Utility,1955
198,HY,40,WAT,Electric Utility,1952
198,HY,40,WAT,Electric Utility,1952
198,HY,40,WAT,Electric Utility,1952
198,HY,40,WAT,Electric Utility,1953
198,HY,45,WAT,Electric Utility,1962
198,HY,45,WAT,Electric Utility,1962
198,HY,45,WAT,Electric Utility,1963
198,HY,45,WAT,Electric Utility,1963
199,HY,40.2,WAT,Electric Utility,1965
199,HY,40.2,WAT,Electric Utility,1965
199,HY,40.2,WAT,Electric Utility,1965
199,HY,40.2,WAT,Electric Utility,1966
201,CA,59,NG,Electric Utility,1963
201,CT,126,NG,Electric Utility,2002
202,ST,120,NG,Electric Utility,1966
203,ST,136,NG,Electric Utility,1972
204,ST,1138.3,NUC,IPP Non-CHP,1987
207,ST,679,BIT,Electric Utility,1987
207,ST,679,BIT,Electric Utility,1988
210,ST,1267.7,NUC,Electric Utility,1985
214,HY,1,WAT,Electric Utility,1902
215,HY,1.4,WAT,IPP Non-CHP,1940
217,HY,31,WAT,Electric Utility,1927
218,HY,48.6,WAT,Electric Utility,1958
218,HY,48.6,WAT,Electric Utility,1958
219,HY,117.9,WAT,Electric Utility,1969
220,HY,33,WAT,Electric Utility,1928
220,HY,33,WAT,Electric Utility,1928
221,HY,40,WAT,Electric Utility,1958
222,HY,23.8,WAT,Electric Utility,1921
222,HY,25,WAT,Electric Utility,1921
222,HY,25,WAT,Electric Utility,1924
223,HY,60.3,WAT,Electric Utility,1958
223,HY,57.6,WAT,Electric Utility,1958
224,HY,5.5,WAT,Electric Utility,1900
224,HY,0.9,WAT,Electric Utility,1900
225,HY,7,WAT,Electric Utility,1965
227,HY,12.1,WAT,Electric Utility,1979
229,HY,0.7,WAT,Electric Utility,1907
229,HY,0.7,WAT,Electric Utility,1907
231,HY,36.9,WAT,Electric Utility,1949
231,HY,36.9,WAT,Electric Utility,1950
232,HY,18.4,WAT,Electric Utility,1963
233,HY,5.5,WAT,Electric Utility,1908
235,HY,12,WAT,Electric Utility,1913
235,HY,12,WAT,Electric Utility,1913
235,HY,12,WAT,Electric Utility,1922
235,HY,13.2,WAT,Electric Utility,1928
236,HY,53.1,WAT,Electric Utility,1965
237,HY,22,WAT,Electric Utility,1943
238,HY,10,WAT,Electric Utility,1924
238,HY,10,WAT,Electric Utility,1924
239,HY,32.3,WAT,Electric Utility,1948
239,HY,35.1,WAT,Electric Utility,1948
239,HY,35.1,WAT,Electric Utility,1948
240,HY,67.5,WAT,Electric Utility,1958
240,HY,67.5,WAT,Electric Utility,1958
241,HY,13.6,WAT,Electric Utility,1916
242,HY,2.6,WAT,Electric Utility,1921
242,HY,2.7,WAT,Electric Utility,1921
243,HY,10,WAT,Electric Utility,1921
244,HY,10,WAT,Electric Utility,1921
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2011
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
246,IC,16.7,NG,Electric Utility,2010
248,HY,7.6,WAT,Electric Utility,1979
249,HY,85.1,WAT,Electric Utility,1966
249,HY,83.5,WAT,Electric Utility,1965
250,HY,11.3,WAT,Electric Utility,1920
250,HY,11.3,WAT,Electric Utility,1920
253,HY,1.5,WAT,Electric Utility,1904
253,HY,1.5,WAT,Electric Utility,1904
254,HY,48.6,WAT,Electric Utility,1962
255,HY,1,WAT,Electric Utility,1906
255,HY,1,WAT,Electric Utility,1906
258,HY,3.4,WAT,Electric Utility,1930
260,ST,702,NG,IPP Non-CHP,1967
260,ST,702,NG,IPP Non-CHP,1968
260,CT,233,NG,IPP Non-CHP,2002
260,CT,233,NG,IPP Non-CHP,2002
260,CT,233,NG,IPP Non-CHP,2002
260,CT,233,NG,IPP Non-CHP,2002
260,CA,233,NG,IPP Non-CHP,2002
260,CA,233,NG,IPP Non-CHP,2002
261,HY,3.6,WAT,IPP Non-CHP,1954
262,HY,10.2,WAT,Electric Utility,1942
264,HY,1.6,WAT,Electric Utility,1940
265,HY,34.6,WAT,Electric Utility,1922
265,HY,34.6,WAT,Electric Utility,1922
266,HY,26.7,WAT,Electric Utility,1925
266,HY,26.7,WAT,Electric Utility,1925
266,HY,26.7,WAT,Electric Utility,1925
267,HY,51.7,WAT,Electric Utility,1955
267,HY,51.7,WAT,Electric Utility,1955
268,HY,38.2,WAT,Electric Utility,1944
268,HY,38.2,WAT,Electric Utility,1944
268,HY,33.2,WAT,Electric Utility,1944
268,HY,32,WAT,Electric Utility,1944
269,HY,39.6,WAT,Electric Utility,1965
269,HY,39.6,WAT,Electric Utility,1965
270,HY,57.6,WAT,Electric Utility,1965
270,HY,52.2,WAT,Electric Utility,1965
271,ST,326.4,NG,IPP Non-CHP,1960
271,ST,326.4,NG,IPP Non-CHP,1961
271,ST,751.1,NG,IPP Non-CHP,1972
272,HY,71.4,WAT,Electric Utility,1958
272,HY,71.4,WAT,Electric Utility,1958
274,HY,4.4,WAT,Electric Utility,1939
274,HY,2,WAT,Electric Utility,1910
274,HY,3,WAT,Electric Utility,1917
275,HY,63,WAT,Electric Utility,1950
275,HY,63,WAT,Electric Utility,1950
276,HY,2.8,WAT,Electric Utility,1917
277,HY,4,WAT,Electric Utility,1923
279,HY,12.3,WAT,Electric Utility,1931
279,HY,29.7,WAT,Electric Utility,1953
280,HY,6.7,WAT,Electric Utility,1979
281,HY,7,WAT,Electric Utility,1928
282,HY,3.7,WAT,Electric Utility,1928
283,HY,6.6,WAT,Electric Utility,1929
284,HY,6,WAT,Electric Utility,1921
285,HY,81.9,WAT,Electric Utility,1963
286,ST,55,GEO,IPP Non-CHP,1973
286,ST,110,GEO,IPP Non-CHP,1975
286,ST,110,GEO,IPP Non-CHP,1979
286,ST,138,GEO,IPP Non-CHP,1980
286,ST,113,GEO,IPP Non-CHP,1980
286,ST,118,GEO,IPP Non-CHP,1985
286,ST,118,GEO,IPP Non-CHP,1982
286,ST,118,GEO,IPP Non-CHP,1983
286,ST,118,GEO,IPP Non-CHP,1985
286,ST,55,GEO,IPP Non-CHP,1971
286,ST,55,GEO,IPP Non-CHP,1971
286,ST,55,GEO,IPP Non-CHP,1972
286,ST,55,GEO,IPP Non-CHP,1972
286,ST,55,GEO,IPP Non-CHP,1973
287,HY,25.5,WAT,Electric Utility,1931
287,HY,26.7,WAT,Electric Utility,1931
289,HY,4.2,WAT,Electric Utility,1914
289,HY,4.2,WAT,Electric Utility,1914
290,HY,8.5,WAT,Electric Utility,1980
291,HY,13.6,WAT,Electric Utility,1948
292,HY,13.6,WAT,Electric Utility,1917
292,HY,2.8,WAT,Electric Utility,1986
293,HY,3.2,WAT,Electric Utility,1910
293,HY,3.2,WAT,Electric Utility,1910
293,HY,3.2,WAT,Electric Utility,1910
293,HY,3.2,WAT,Electric Utility,1910
294,HY,10,WAT,Electric Utility,1918
294,HY,10,WAT,Electric Utility,1918
295,HY,13.5,WAT,Electric Utility,1925
295,HY,13.5,WAT,Electric Utility,1925
296,HY,0.5,WAT,Electric Utility,1903
296,HY,0.4,WAT,Electric Utility,1907
296,HY,1.2,WAT,Electric Utility,1910
297,HY,18,WAT,Electric Utility,1962
298,ST,893,SUB,IPP Non-CHP,1985
298,ST,956.8,SUB,IPP Non-CHP,1986
299,ST,30.7,GEO,Electric Utility,1984
299,ST,14.1,GEO,Electric Utility,2007
301,GT,18,NG,IPP Non-CHP,1968
302,ST,110,NG,IPP Non-CHP,1956
302,ST,110,NG,IPP Non-CHP,1958
302,ST,306,NG,IPP Non-CHP,1973
302,ST,345.6,NG,IPP Non-CHP,1978
302,GT,18,NG,IPP Non-CHP,1968
302,ST,110,NG,IPP Non-CHP,1954
303,GT,72,NG,IPP Non-CHP,1969
305,GT,49,NG,IPP Non-CHP,1972
313,HY,9.3,WAT,Electric Utility,1982
313,HY,9.3,WAT,Electric Utility,1982
314,HY,2,WAT,Electric Utility,1982
314,HY,2,WAT,Electric Utility,1982
315,ST,156,NG,IPP Non-CHP,1956
315,ST,156,NG,IPP Non-CHP,1957
315,ST,310,NG,IPP Non-CHP,1961
315,ST,310,NG,IPP Non-CHP,1962
315,ST,495,NG,IPP Non-CHP,1964
315,ST,495,NG,IPP Non-CHP,1966
316,HY,8.5,WAT,Electric Utility,1982
317,HY,19.8,WAT,Electric Utility,1913
317,HY,15.8,WAT,Electric Utility,1913
317,HY,21.6,WAT,Electric Utility,1923
317,HY,31.2,WAT,Electric Utility,1925
318,HY,15.8,WAT,Electric Utility,1913
318,HY,15.8,WAT,Electric Utility,1914
318,HY,17.5,WAT,Electric Utility,1921
318,HY,17.5,WAT,Electric Utility,1925
319,HY,34,WAT,Electric Utility,1923
319,HY,34,WAT,Electric Utility,1923
319,HY,34,WAT,Electric Utility,1923
319,HY,36,WAT,Electric Utility,1948
319,HY,36.5,WAT,Electric Utility,1980
320,HY,50,WAT,Electric Utility,1951
320,HY,50,WAT,Electric Utility,1951
321,HY,30,WAT,Electric Utility,1921
321,HY,45,WAT,Electric Utility,1929
322,HY,55,WAT,Electric Utility,1928
322,HY,55,WAT,Electric Utility,1928
323,HY,2.5,WAT,Electric Utility,1908
323,HY,2.5,WAT,Electric Utility,1908
323,HY,2.3,WAT,Electric Utility,1911
324,HY,2.8,WAT,Electric Utility,1913
324,HY,2.8,WAT,Electric Utility,1913
324,HY,2.8,WAT,Electric Utility,1913
325,HY,1,WAT,Electric Utility,1905
325,HY,1,WAT,Electric Utility,1905
325,HY,2,WAT,Electric Utility,1906
325,HY,2.2,WAT,Electric Utility,1907
325,HY,2,WAT,Electric Utility,1909
326,HY,2,WAT,Electric Utility,1943
326,HY,2.5,WAT,Electric Utility,1919
327,HY,1.6,WAT,Electric Utility,1913
328,HY,3,WAT,Electric Utility,1904
328,HY,3,WAT,Electric Utility,1904
328,HY,6,WAT,Electric Utility,1932
331,ST,333,NG,IPP Non-CHP,1963
331,ST,333,NG,IPP Non-CHP,1963
332,HY,1.5,WAT,Electric Utility,1917
332,HY,1.5,WAT,Electric Utility,1917
335,ST,218,NG,IPP Non-CHP,1958
335,ST,218,NG,IPP Non-CHP,1958
336,HY,2.3,WAT,Electric Utility,1929
337,HY,2.3,WAT,Electric Utility,1929
338,HY,2.4,WAT,Electric Utility,1913
