# File: eia_operators_nerc_region_mapping.csv
# Title: Convert EIA Operator ID to NERC region
# Units: NA
# Column types: cc
# ----------
Operator ID,NERC Region
12222,SERC
15112,NPCC
12469,NPCC
12663,SERC
13491,NPCC
19664,WECC
12454,WECC
17069,SERC
28473,WECC
56107,SERC
21260,SERC
17449,SERC
54809,HICC
2265,RFC
50109,SERC
14410,RFC
19272,ASCC
56537,RFC
19726,SERC
18843,SERC
56817,RFC
18166,SERC
11284,SERC
4413,SERC
12619,RFC
7662,NPCC
11390,RFC
22117,SERC
22035,SERC
1784,WECC
1362,NPCC
14235,NPCC
50021,MRO
5482,NPCC
12421,SERC
876,SERC
32080,NPCC
56024,SERC
17795,SERC
55965,RFC
15917,RFC
5534,SERC
13559,RFC
317,SERC
306,SERC
6889,SERC
11820,NPCC
11651,WECC
2313,NPCC
49977,RFC
6667,SERC
7057,RFC
40211,RFC
14417,RFC
49778,RFC
10230,RFC
49770,RFC
2806,WECC
20347,NPCC
4426,NPCC
12221,WECC
2769,RFC
34389,TRE
18194,RFC
16723,RFC
16694,RFC
21965,WECC
2770,TRE
22331,SERC
4468,SERC
5483,RFC
6315,NPCC
13765,RFC
20541,SERC
13124,SERC
18850,RFC
56115,NPCC
31431,WECC
55912,MRO
55911,RFC
54844,MRO
22214,TRE
49774,TRE
55773,NPCC
13157,MRO
29729,MRO
21466,SERC
5060,WECC
12564,SERC
1616,NPCC
2232,NPCC
6833,SERC
56310,SERC
772,NPCC
11059,TRE
55510,NPCC
7191,SERC
50114,TRE
34981,TRE
18535,SERC
18611,TRE
11282,SERC
23913,SPP
25104,SPP
4174,RFC
54704,RFC
4966,NPCC
28764,SERC
3593,SERC
5695,WECC
12713,NPCC
4464,WECC
54727,TRE
4945,RFC
13914,SERC
54900,WECC
12501,TRE
12716,NPCC
15343,RFC
10755,TRE
6519,TRE
13886,SERC
54821,NPCC
3838,RFC
14372,WECC
16668,SERC
6832,NPCC
16197,RFC
22650,WECC
50103,RFC
17483,SERC
1357,SERC
2877,TRE
56090,WECC
6017,WECC
12568,NPCC
11569,WECC
5517,RFC
18518,TRE
20856,RFC
56558,TRE
17555,SERC
313,TRE
54844,RFC
1074,TRE
7597,SPP
10576,NPCC
26853,WECC
3790,SERC
7698,TRE
12716,SERC
50084,RFC
12716,FRCC
23801,SERC
54810,SERC
49768,TRE
88,NPCC
55899,TRE
55184,SPP
54822,RFC
49791,SPP
50157,WECC
54915,SPP
15708,WECC
18320,WECC
24536,WECC
56380,TRE
4210,RFC
50096,FRCC
55649,RFC
16124,RFC
5259,RFC
1415,WECC
15222,WECC
4383,TRE
19740,MRO
641,NPCC
656,NPCC
15147,TRE
54755,RFC
2843,WECC
50044,SERC
50094,RFC
5761,TRE
2897,SPP
6763,TRE
7004,RFC
5302,RFC
27031,RFC
8027,RFC
54885,SERC
9262,RFC
22131,RFC
12739,SERC
54692,SERC
13582,NPCC
5359,SERC
19145,SERC
56886,RFC
50166,RFC
15090,WECC
56195,RFC
26867,MRO
10285,RFC
31386,SERC
18016,SERC
5199,WECC
56812,WECC
17650,FRCC
2929,SERC
29122,SERC
2891,NPCC
55713,WECC
56213,RFC
21579,RFC
54817,RFC
3370,TRE
29849,WECC
2671,SERC
14412,WECC
56304,SERC
1182,TRE
23102,WECC
26469,TRE
56836,SERC
38021,SERC
21668,TRE
2838,TRE
7869,WECC
5030,WECC
49974,SERC
509,RFC
56894,MRO
14274,WECC
56412,RFC
56533,RFC
55749,RFC
2171,TRE
4405,SERC
20424,TRE
7972,HICC
6862,RFC
32790,WECC
22979,NPCC
54796,SERC
4194,RFC
55756,SERC
4028,SERC
18050,TRE
24121,MRO
21191,RFC
2799,WECC
49750,WECC
34362,TRE
34164,WECC
56558,RFC
21454,RFC
3131,SERC
32173,NPCC
34028,SERC
55987,SERC
54693,FRCC
40192,FRCC
39125,FRCC
56490,FRCC
55839,SERC
13908,SERC
520,RFC
18569,SERC
18835,SERC
11504,SERC
6632,WECC
4994,TRE
6844,TRE
12363,WECC
3057,SERC
13193,WECC
55946,WECC
10362,SPP
343,RFC
55945,WECC
55942,WECC
55943,WECC
55944,WECC
55852,WECC
15476,NPCC
56559,WECC
56772,TRE
11146,WECC
20323,WECC
49981,WECC
2934,TRE
56772,SERC
991,WECC
6607,WECC
54725,MRO
17058,SPP
6354,TRE
25049,NPCC
25049,SERC
25049,TRE
7011,RFC
25049,RFC
25049,MRO
56317,NPCC
56115,WECC
50081,RFC
12773,RFC
20238,NPCC
11241,SPP
55987,WECC
49971,WECC
49972,WECC
49970,WECC
10878,WECC
15158,RFC
16204,MRO
50084,SERC
15142,WECC
2820,WECC
13538,NPCC
6041,SPP
11275,RFC
56607,RFC
3549,SERC
7724,WECC
1268,NPCC
8856,SERC
5528,RFC
7531,SPP
1137,RFC
13866,TRE
2860,WECC
16233,WECC
17412,WECC
12758,NPCC
9205,SERC
9205,RFC
9205,MRO
20183,RFC
16546,WECC
49880,NPCC
21148,NPCC
56334,NPCC
55728,MRO
56852,NPCC
56853,NPCC
40,NPCC
14629,TRE
14628,TRE
55703,RFC
6693,RFC
55972,WECC
17515,RFC
13808,MRO
12562,RFC
10046,MRO
2865,WECC
8294,MRO
18348,MRO
56613,WECC
16045,WECC
21144,MRO
49747,NPCC
2872,FRCC
20858,RFC
19676,WECC
9155,WECC
3455,SERC
25771,NPCC
1308,WECC
6306,MRO
15399,WECC
56318,RFC
12186,SERC
1936,SERC
4382,WECC
1361,RFC
13989,WECC
5532,WECC
6715,SERC
2874,WECC
19171,TRE
7308,NPCC
5906,MRO
16609,WECC
6870,RFC
8785,WECC
19144,RFC
49796,TRE
56221,NPCC
20208,RFC
12582,MRO
8198,SERC
6850,MRO
17058,WECC
20421,MRO
22040,WECC
6716,WECC
40614,SERC
54909,RFC
49845,NPCC
18065,SERC
55755,RFC
19165,RFC
19798,WECC
54699,RFC
29116,WECC
19198,RFC
18986,WECC
6865,RFC
3153,SERC
6985,MRO
8565,WECC
5321,SERC
15597,SERC
16657,WECC
1881,SPP
1828,WECC
34721,MRO
34722,WECC
34719,SPP
34717,WECC
8628,MRO
34723,MRO
17862,MRO
2338,MRO
21352,MRO
17058,TRE
55858,TRE
9286,SERC
6417,SERC
49775,RFC
49777,WECC
55934,WECC
49786,NPCC
16088,WECC
6615,MRO
50123,RFC
49805,WECC
49812,RFC
15399,MRO
40575,WECC
7100,RFC
49831,SERC
55784,WECC
49837,NPCC
49840,NPCC
3304,RFC
49842,WECC
5155,MRO
49844,WECC
49867,MRO
49869,MRO
49870,MRO
56800,MRO
50123,TRE
34437,WECC
56599,MRO
28541,WECC
49896,WECC
49903,SPP
49913,WECC
49949,TRE
49950,NPCC
19740,TRE
49893,MRO
49990,MRO
49989,MRO
49993,MRO
32501,SERC
56480,NPCC
50012,TRE
50013,WECC
50014,SPP
49988,MRO
50045,WECC
16558,RFC
54684,NPCC
50063,TRE
50123,WECC
50095,RFC
15399,SPP
34505,SPP
54845,WECC
50130,SERC
50134,RFC
50147,WECC
50152,SERC
50158,NPCC
50172,SPP
54686,RFC
54707,SPP
54709,RFC
54710,WECC
56766,TRE
56765,TRE
4390,WECC
54717,MRO
4619,SERC
15399,RFC
9209,SERC
794,HICC
55696,MRO
56215,TRE
54759,TRE
15399,NPCC
6616,FRCC
54767,TRE
55744,WECC
54789,RFC
54790,MRO
54791,MRO
54792,MRO
54793,MRO
54794,MRO
40580,MRO
54800,MRO
54808,RFC
54819,MRO
54812,NPCC
54813,MRO
54814,WECC
54815,RFC
54816,RFC
54840,WECC
5906,HICC
54853,NPCC
54854,HICC
55995,SERC
54870,TRE
56358,SPP
54878,WECC
7096,RFC
54894,WECC
54902,WECC
54903,WECC
55907,WECC
55886,SPP
49893,SERC
54904,MRO
17058,RFC
54916,WECC
55704,WECC
55710,WECC
9879,SPP
49893,TRE
54911,WECC
55723,RFC
15180,MRO
55733,WECC
55734,SERC
55735,SERC
55736,SERC
16921,SERC
12944,SERC
56355,WECC
55737,SERC
55838,SPP
55837,SPP
55836,SPP
55835,SPP
55834,SPP
55833,SPP
55785,WECC
56203,WECC
55796,RFC
55795,RFC
54799,MRO
56821,WECC
55809,NPCC
55832,MRO
56808,MRO
56807,MRO
56805,MRO
56568,WECC
56215,NPCC
6205,SERC
55847,TRE
39347,SERC
55799,MRO
55862,WECC
55866,RFC
27075,WECC
55925,WECC
55868,NPCC
55880,WECC
55888,NPCC
55887,NPCC
55873,RFC
55891,WECC
55890,WECC
55892,WECC
55931,RFC
55894,RFC
55893,MRO
55901,MRO
56484,MRO
56622,SPP
56385,RFC
56545,TRE
55910,HICC
14405,RFC
55918,MRO
55923,MRO
55922,TRE
55938,RFC
55938,SERC
55939,WECC
34505,RFC
55941,NPCC
55953,WECC
55952,WECC
56801,MRO
34505,WECC
34505,TRE
55958,TRE
15399,SERC
55961,WECC
55963,TRE
55963,RFC
55969,MRO
55968,WECC
55981,TRE
55990,SPP
55988,RFC
15399,TRE
55992,MRO
8797,NPCC
56019,WECC
55918,SPP
55918,RFC
56020,TRE
56028,WECC
56027,WECC
56026,WECC
56033,TRE
56806,MRO
56030,NPCC
34691,MRO
56046,SPP
56045,SPP
56044,SPP
56043,SPP
56042,SPP
56041,SPP
56069,RFC
7477,WECC
56073,WECC
56074,WECC
56075,MRO
56071,WECC
56114,WECC
56105,WECC
55858,RFC
55858,SERC
56081,RFC
5906,RFC
55963,SPP
55723,NPCC
56100,SERC
56101,WECC
56102,SERC
56103,WECC
56104,WECC
55868,SPP
56113,WECC
56121,MRO
56127,WECC
56128,SERC
56122,MRO
56431,WECC
56123,MRO
56119,MRO
56124,MRO
56143,NPCC
56148,TRE
56159,WECC
56158,WECC
56157,WECC
55908,NPCC
56175,RFC
56183,SERC
56615,WECC
49893,RFC
56207,WECC
56227,SERC
49893,NPCC
56222,TRE
56266,RFC
56273,TRE
56271,WECC
56272,TRE
56261,SERC
56237,SERC
56804,WECC
56803,WECC
56802,WECC
56268,SERC
56215,RFC
56249,WECC
56285,MRO
56283,NPCC
56281,NPCC
56284,RFC
56275,WECC
56294,WECC
56296,WECC
56297,WECC
56300,WECC
56434,WECC
56302,WECC
56306,SERC
54842,SPP
56344,RFC
55963,MRO
772,SPP
56365,WECC
56366,WECC
56353,MRO
56352,NPCC
56351,TRE
56364,SERC
56367,SERC
56336,WECC
56610,RFC
56378,WECC
56377,WECC
56394,WECC
56400,WECC
56396,WECC
56397,WECC
56406,NPCC
56411,WECC
56410,SPP
56416,SPP
56417,RFC
56418,RFC
56419,MRO
56420,RFC
56421,RFC
56423,RFC
56246,SPP
56413,MRO
56415,MRO
56414,MRO
56427,WECC
56355,FRCC
56592,WECC
56440,FRCC
56438,NPCC
56439,NPCC
56437,RFC
56469,SPP
56440,WECC
56475,WECC
56483,WECC
56487,RFC
56492,WECC
56493,WECC
56494,RFC
56499,WECC
56506,TRE
56510,WECC
56514,WECC
56515,SERC
56498,RFC
56518,RFC
56520,RFC
56550,WECC
56548,SERC
56540,MRO
56561,MRO
56565,TRE
56563,SERC
56555,WECC
56582,FRCC
56583,RFC
56584,RFC
56657,WECC
56612,WECC
6258,MRO
55920,RFC
9425,MRO
56619,NPCC
56618,WECC
56617,MRO
56630,WECC
56629,SPP
56627,TRE
11804,NPCC
56642,MRO
56645,RFC
56625,SPP
56653,WECC
56654,MRO
55938,WECC
56661,RFC
56665,WECC
56664,WECC
56667,TRE
56672,TRE
56679,WECC
56678,RFC
56680,TRE
56682,WECC
15477,RFC
56685,WECC
56683,SPP
56688,MRO
56687,WECC
56690,NPCC
56689,MRO
56694,WECC
56693,NPCC
56698,WECC
56699,SPP
56707,WECC
56703,SERC
56704,SERC
56705,RFC
56720,WECC
56727,MRO
56732,RFC
56728,RFC
56798,SERC
56741,RFC
56742,NPCC
56751,WECC
56756,RFC
56760,SERC
56768,SERC
56778,WECC
56786,MRO
56787,MRO
56788,SERC
56799,SPP
56826,TRE
56827,WECC
56828,WECC
56830,RFC
56857,WECC
56863,HICC
56880,WECC
56891,MRO
56898,WECC
56899,WECC
56902,WECC
56905,WECC
56914,WECC
56915,RFC
56916,WECC
17573,WECC
56917,WECC
56918,WECC
56919,WECC
56925,SPP
56929,WECC
56930,WECC
34981,SPP
56934,SERC
56972,WECC
57017,WECC
57033,WECC
